00000000) perceptual - 225.30330; gen_gan - 4.79356; feature_matching - 13.10056; equivariance_value - 1.24212; equivariance_jacobian - 0.77681; disc_gan - 8.24673
00000029) perceptual - 145.01965; gen_gan - 0.26830; feature_matching - 6.80609; equivariance_value - 0.71956; equivariance_jacobian - 0.87201; disc_gan - 0.49575
00000030) perceptual - 142.89098; gen_gan - 0.26965; feature_matching - 6.72964; equivariance_value - 0.75471; equivariance_jacobian - 0.84601; disc_gan - 0.49704
00000031) perceptual - 145.63774; gen_gan - 0.28546; feature_matching - 6.82858; equivariance_value - 0.68062; equivariance_jacobian - 0.82851; disc_gan - 0.53079
00000032) perceptual - 142.53561; gen_gan - 0.27354; feature_matching - 6.74080; equivariance_value - 0.65662; equivariance_jacobian - 0.82316; disc_gan - 0.50769
00000033) perceptual - 138.86633; gen_gan - 0.26933; feature_matching - 6.40420; equivariance_value - 0.55033; equivariance_jacobian - 0.72649; disc_gan - 0.49447
00000034) perceptual - 138.74754; gen_gan - 0.27075; feature_matching - 6.44812; equivariance_value - 0.64565; equivariance_jacobian - 0.83934; disc_gan - 0.49015
00000035) perceptual - 143.28139; gen_gan - 0.27011; feature_matching - 6.53633; equivariance_value - 0.71934; equivariance_jacobian - 0.96436; disc_gan - 0.49425
00000036) perceptual - 144.62973; gen_gan - 0.29066; feature_matching - 6.79877; equivariance_value - 0.73516; equivariance_jacobian - 0.95356; disc_gan - 0.53537
00000037) perceptual - 143.46835; gen_gan - 0.31903; feature_matching - 6.70610; equivariance_value - 0.83679; equivariance_jacobian - 0.98053; disc_gan - 0.58431
00000038) perceptual - 136.59479; gen_gan - 0.27196; feature_matching - 6.35450; equivariance_value - 0.78666; equivariance_jacobian - 1.02856; disc_gan - 0.49212
00000039) perceptual - 144.36461; gen_gan - 0.26884; feature_matching - 6.98863; equivariance_value - 1.16149; equivariance_jacobian - 1.27414; disc_gan - 0.49159
00000040) perceptual - 143.86765; gen_gan - 0.27036; feature_matching - 6.94988; equivariance_value - 1.48331; equivariance_jacobian - 1.07879; disc_gan - 0.48614
00000041) perceptual - 144.72810; gen_gan - 0.27087; feature_matching - 6.96698; equivariance_value - 1.47747; equivariance_jacobian - 1.08163; disc_gan - 0.48856
00000042) perceptual - 138.88565; gen_gan - 0.27209; feature_matching - 6.55319; equivariance_value - 1.21852; equivariance_jacobian - 1.04603; disc_gan - 0.48731
00000043) perceptual - 145.16594; gen_gan - 0.27205; feature_matching - 7.04556; equivariance_value - 1.23140; equivariance_jacobian - 1.01862; disc_gan - 0.48431
00000044) perceptual - 144.50174; gen_gan - 0.27782; feature_matching - 6.94849; equivariance_value - 1.19010; equivariance_jacobian - 1.03244; disc_gan - 0.48605
00000045) perceptual - 137.46899; gen_gan - 0.27620; feature_matching - 6.48817; equivariance_value - 0.95711; equivariance_jacobian - 0.90251; disc_gan - 0.49290
00000046) perceptual - 132.20961; gen_gan - 0.27458; feature_matching - 6.15357; equivariance_value - 0.97670; equivariance_jacobian - 0.96177; disc_gan - 0.48510
00000047) perceptual - 143.50102; gen_gan - 0.28329; feature_matching - 6.72743; equivariance_value - 0.96807; equivariance_jacobian - 0.91305; disc_gan - 0.49800
00000048) perceptual - 142.91086; gen_gan - 0.28120; feature_matching - 6.85851; equivariance_value - 0.85062; equivariance_jacobian - 0.91502; disc_gan - 0.49756
00000049) perceptual - 134.75278; gen_gan - 0.27707; feature_matching - 6.51513; equivariance_value - 0.85184; equivariance_jacobian - 0.93804; disc_gan - 0.48163
00000050) perceptual - 137.89606; gen_gan - 0.28421; feature_matching - 6.56285; equivariance_value - 0.90449; equivariance_jacobian - 0.87381; disc_gan - 0.49675
00000051) perceptual - 137.04333; gen_gan - 0.27961; feature_matching - 6.67361; equivariance_value - 0.96420; equivariance_jacobian - 0.87979; disc_gan - 0.48983
00000052) perceptual - 140.71416; gen_gan - 0.27560; feature_matching - 6.78445; equivariance_value - 1.02571; equivariance_jacobian - 0.90563; disc_gan - 0.48079
00000053) perceptual - 134.18193; gen_gan - 0.27557; feature_matching - 6.28957; equivariance_value - 0.90001; equivariance_jacobian - 0.92432; disc_gan - 0.48205
00000054) perceptual - 136.90669; gen_gan - 0.28310; feature_matching - 6.55642; equivariance_value - 0.93687; equivariance_jacobian - 0.88648; disc_gan - 0.48352
00000055) perceptual - 139.59357; gen_gan - 0.28655; feature_matching - 6.67063; equivariance_value - 0.79322; equivariance_jacobian - 0.85163; disc_gan - 0.49560
00000056) perceptual - 136.46548; gen_gan - 0.28881; feature_matching - 6.56601; equivariance_value - 0.86318; equivariance_jacobian - 0.82960; disc_gan - 0.49430
00000057) perceptual - 132.29776; gen_gan - 0.33266; feature_matching - 6.17591; equivariance_value - 0.75587; equivariance_jacobian - 0.87012; disc_gan - 0.59033
00000058) perceptual - 134.59270; gen_gan - 0.28468; feature_matching - 6.59675; equivariance_value - 0.77868; equivariance_jacobian - 0.81365; disc_gan - 0.48144
00000059) perceptual - 135.09695; gen_gan - 0.27644; feature_matching - 6.49358; equivariance_value - 0.88899; equivariance_jacobian - 0.85687; disc_gan - 0.47425
00000060) perceptual - 129.58923; gen_gan - 0.27710; feature_matching - 6.22192; equivariance_value - 0.90494; equivariance_jacobian - 0.87409; disc_gan - 0.47347
00000061) perceptual - 132.67570; gen_gan - 0.28103; feature_matching - 6.43258; equivariance_value - 0.79896; equivariance_jacobian - 0.93186; disc_gan - 0.46913
00000062) perceptual - 128.25909; gen_gan - 0.28089; feature_matching - 6.20678; equivariance_value - 0.83265; equivariance_jacobian - 0.80230; disc_gan - 0.46704
00000063) perceptual - 127.90987; gen_gan - 0.27923; feature_matching - 6.21488; equivariance_value - 0.77772; equivariance_jacobian - 0.88223; disc_gan - 0.47059
00000064) perceptual - 129.85365; gen_gan - 0.27978; feature_matching - 6.38190; equivariance_value - 0.93544; equivariance_jacobian - 0.88158; disc_gan - 0.46947
00000065) perceptual - 126.61778; gen_gan - 0.27993; feature_matching - 6.23702; equivariance_value - 0.75895; equivariance_jacobian - 0.81579; disc_gan - 0.46905
00000066) perceptual - 119.28117; gen_gan - 0.27843; feature_matching - 5.72818; equivariance_value - 0.75908; equivariance_jacobian - 0.78591; disc_gan - 0.46905
00000067) perceptual - 121.88971; gen_gan - 0.27695; feature_matching - 5.79849; equivariance_value - 0.74421; equivariance_jacobian - 0.83118; disc_gan - 0.47318
00000068) perceptual - 127.48492; gen_gan - 0.27793; feature_matching - 6.13004; equivariance_value - 0.83576; equivariance_jacobian - 0.86919; disc_gan - 0.47059
00000069) perceptual - 123.53622; gen_gan - 0.28053; feature_matching - 5.92210; equivariance_value - 0.78636; equivariance_jacobian - 0.86401; disc_gan - 0.46881
00000070) perceptual - 125.58436; gen_gan - 0.27845; feature_matching - 5.96320; equivariance_value - 0.81307; equivariance_jacobian - 0.84952; disc_gan - 0.46954
00000071) perceptual - 127.08335; gen_gan - 0.27844; feature_matching - 6.12633; equivariance_value - 0.75323; equivariance_jacobian - 0.80179; disc_gan - 0.47058
00000072) perceptual - 122.82332; gen_gan - 0.27948; feature_matching - 5.81602; equivariance_value - 0.83274; equivariance_jacobian - 0.82522; disc_gan - 0.46889
00000073) perceptual - 124.63235; gen_gan - 0.27869; feature_matching - 6.01912; equivariance_value - 0.72638; equivariance_jacobian - 0.84181; disc_gan - 0.46896
00000074) perceptual - 119.40197; gen_gan - 0.27771; feature_matching - 5.70133; equivariance_value - 0.84100; equivariance_jacobian - 0.80427; disc_gan - 0.47132
00000075) perceptual - 124.45656; gen_gan - 0.27795; feature_matching - 5.96913; equivariance_value - 0.75805; equivariance_jacobian - 0.83056; disc_gan - 0.47003
00000076) perceptual - 126.03426; gen_gan - 0.27762; feature_matching - 6.00803; equivariance_value - 0.80598; equivariance_jacobian - 0.87332; disc_gan - 0.46966
00000077) perceptual - 123.86716; gen_gan - 0.27976; feature_matching - 6.04334; equivariance_value - 0.76856; equivariance_jacobian - 0.80882; disc_gan - 0.46759
00000078) perceptual - 120.54138; gen_gan - 0.27874; feature_matching - 5.84794; equivariance_value - 0.84093; equivariance_jacobian - 0.83820; disc_gan - 0.47156
00000079) perceptual - 121.18349; gen_gan - 0.27803; feature_matching - 5.77330; equivariance_value - 0.67965; equivariance_jacobian - 0.79082; disc_gan - 0.47079
00000080) perceptual - 121.82572; gen_gan - 0.27799; feature_matching - 5.87850; equivariance_value - 0.88711; equivariance_jacobian - 0.84448; disc_gan - 0.47083
00000081) perceptual - 118.87852; gen_gan - 0.27915; feature_matching - 5.55696; equivariance_value - 0.75543; equivariance_jacobian - 0.81736; disc_gan - 0.46862
00000082) perceptual - 121.54529; gen_gan - 0.27744; feature_matching - 5.89023; equivariance_value - 0.74984; equivariance_jacobian - 0.88474; disc_gan - 0.47142
00000083) perceptual - 121.04491; gen_gan - 0.27745; feature_matching - 5.77621; equivariance_value - 0.79131; equivariance_jacobian - 0.83492; disc_gan - 0.46814
00000084) perceptual - 119.42804; gen_gan - 0.27947; feature_matching - 5.73105; equivariance_value - 0.78571; equivariance_jacobian - 0.78667; disc_gan - 0.47283
00000085) perceptual - 120.80087; gen_gan - 0.27732; feature_matching - 5.65401; equivariance_value - 0.73988; equivariance_jacobian - 0.81212; disc_gan - 0.47012
00000086) perceptual - 121.93859; gen_gan - 0.27777; feature_matching - 5.72099; equivariance_value - 0.80484; equivariance_jacobian - 0.82889; disc_gan - 0.46863
00000087) perceptual - 121.75063; gen_gan - 0.27930; feature_matching - 5.93607; equivariance_value - 0.72940; equivariance_jacobian - 0.83363; disc_gan - 0.46828
00000088) perceptual - 120.69121; gen_gan - 0.28018; feature_matching - 5.80325; equivariance_value - 0.76215; equivariance_jacobian - 0.85833; disc_gan - 0.46951
00000089) perceptual - 120.65801; gen_gan - 0.28170; feature_matching - 5.81038; equivariance_value - 0.72918; equivariance_jacobian - 0.84687; disc_gan - 0.46520
00000090) perceptual - 120.67472; gen_gan - 0.27998; feature_matching - 5.71652; equivariance_value - 0.65899; equivariance_jacobian - 0.81613; disc_gan - 0.46810
00000091) perceptual - 116.38526; gen_gan - 0.27815; feature_matching - 5.48925; equivariance_value - 0.77733; equivariance_jacobian - 0.84375; disc_gan - 0.46929
00000092) perceptual - 118.72485; gen_gan - 0.28035; feature_matching - 5.56891; equivariance_value - 0.81017; equivariance_jacobian - 0.84491; disc_gan - 0.46735
00000093) perceptual - 118.49895; gen_gan - 0.28155; feature_matching - 5.60299; equivariance_value - 0.72377; equivariance_jacobian - 0.81555; disc_gan - 0.46636
00000094) perceptual - 120.65293; gen_gan - 0.28107; feature_matching - 5.80610; equivariance_value - 0.76721; equivariance_jacobian - 0.79748; disc_gan - 0.46806
00000095) perceptual - 119.87193; gen_gan - 0.28150; feature_matching - 5.71277; equivariance_value - 0.69772; equivariance_jacobian - 0.81303; disc_gan - 0.46696
00000096) perceptual - 119.51253; gen_gan - 0.27743; feature_matching - 5.55764; equivariance_value - 0.77653; equivariance_jacobian - 0.79891; disc_gan - 0.46998
00000097) perceptual - 118.85524; gen_gan - 0.28050; feature_matching - 5.60938; equivariance_value - 0.78835; equivariance_jacobian - 0.83152; disc_gan - 0.46701
00000098) perceptual - 121.12740; gen_gan - 0.28020; feature_matching - 5.77043; equivariance_value - 0.72811; equivariance_jacobian - 0.90255; disc_gan - 0.46766
00000099) perceptual - 123.30383; gen_gan - 0.27939; feature_matching - 6.03815; equivariance_value - 0.88611; equivariance_jacobian - 0.86219; disc_gan - 0.46837
00000100) perceptual - 124.54575; gen_gan - 0.28332; feature_matching - 6.12866; equivariance_value - 0.71061; equivariance_jacobian - 0.85388; disc_gan - 0.46806
00000101) perceptual - 123.41232; gen_gan - 0.28000; feature_matching - 6.01014; equivariance_value - 0.85435; equivariance_jacobian - 0.82590; disc_gan - 0.46812
00000102) perceptual - 122.01473; gen_gan - 0.28000; feature_matching - 5.79920; equivariance_value - 0.70274; equivariance_jacobian - 0.86093; disc_gan - 0.46653
00000103) perceptual - 119.44832; gen_gan - 0.28199; feature_matching - 5.80059; equivariance_value - 0.82401; equivariance_jacobian - 0.81099; disc_gan - 0.46481
00000104) perceptual - 124.67646; gen_gan - 0.28075; feature_matching - 5.92033; equivariance_value - 0.78063; equivariance_jacobian - 0.81354; disc_gan - 0.46551
00000105) perceptual - 120.93200; gen_gan - 0.28067; feature_matching - 5.77575; equivariance_value - 0.75234; equivariance_jacobian - 0.79389; disc_gan - 0.46663
00000106) perceptual - 120.96544; gen_gan - 0.28006; feature_matching - 5.87697; equivariance_value - 0.73652; equivariance_jacobian - 0.81906; disc_gan - 0.46678
00000107) perceptual - 117.67451; gen_gan - 0.28098; feature_matching - 5.59186; equivariance_value - 0.68434; equivariance_jacobian - 0.85046; disc_gan - 0.46843
00000108) perceptual - 120.62270; gen_gan - 0.27840; feature_matching - 5.71709; equivariance_value - 0.77030; equivariance_jacobian - 0.82707; disc_gan - 0.47018
00000109) perceptual - 123.66000; gen_gan - 0.28067; feature_matching - 5.92068; equivariance_value - 0.73501; equivariance_jacobian - 0.81464; disc_gan - 0.46399
00000110) perceptual - 118.70345; gen_gan - 0.28028; feature_matching - 5.64940; equivariance_value - 0.72752; equivariance_jacobian - 0.85902; disc_gan - 0.46762
00000111) perceptual - 121.96074; gen_gan - 0.27899; feature_matching - 5.91808; equivariance_value - 0.71106; equivariance_jacobian - 0.82981; disc_gan - 0.46749
00000112) perceptual - 123.09714; gen_gan - 0.27983; feature_matching - 5.97410; equivariance_value - 0.74606; equivariance_jacobian - 0.83244; disc_gan - 0.46778
00000113) perceptual - 119.36137; gen_gan - 0.28265; feature_matching - 5.70487; equivariance_value - 0.72768; equivariance_jacobian - 0.83628; disc_gan - 0.46594
00000114) perceptual - 122.47025; gen_gan - 0.28313; feature_matching - 5.90021; equivariance_value - 0.72899; equivariance_jacobian - 0.81991; disc_gan - 0.46372
00000115) perceptual - 117.58271; gen_gan - 0.28081; feature_matching - 5.63077; equivariance_value - 0.73716; equivariance_jacobian - 0.85986; disc_gan - 0.46629
00000116) perceptual - 119.63652; gen_gan - 0.28122; feature_matching - 5.64231; equivariance_value - 0.70639; equivariance_jacobian - 0.85305; disc_gan - 0.46582
00000117) perceptual - 120.05784; gen_gan - 0.27990; feature_matching - 5.82533; equivariance_value - 0.75055; equivariance_jacobian - 0.84091; disc_gan - 0.46864
00000118) perceptual - 119.30894; gen_gan - 0.27853; feature_matching - 5.72997; equivariance_value - 0.82596; equivariance_jacobian - 0.84535; disc_gan - 0.46768
00000119) perceptual - 119.90525; gen_gan - 0.28012; feature_matching - 5.76952; equivariance_value - 0.70867; equivariance_jacobian - 0.81318; disc_gan - 0.46839
00000120) perceptual - 120.48361; gen_gan - 0.28054; feature_matching - 5.81090; equivariance_value - 0.73572; equivariance_jacobian - 0.83990; disc_gan - 0.46610
00000121) perceptual - 126.40240; gen_gan - 0.28112; feature_matching - 6.12209; equivariance_value - 0.68491; equivariance_jacobian - 0.85376; disc_gan - 0.46469
00000122) perceptual - 118.10065; gen_gan - 0.27756; feature_matching - 5.63548; equivariance_value - 0.66454; equivariance_jacobian - 0.84932; disc_gan - 0.46777
00000123) perceptual - 119.87801; gen_gan - 0.27851; feature_matching - 5.68022; equivariance_value - 0.82228; equivariance_jacobian - 0.87438; disc_gan - 0.46706
00000124) perceptual - 123.63572; gen_gan - 0.27973; feature_matching - 5.84769; equivariance_value - 0.71870; equivariance_jacobian - 0.85718; disc_gan - 0.46734
00000125) perceptual - 122.36290; gen_gan - 0.28093; feature_matching - 5.82829; equivariance_value - 0.76392; equivariance_jacobian - 0.85393; disc_gan - 0.46716
00000126) perceptual - 122.02667; gen_gan - 0.28061; feature_matching - 5.91393; equivariance_value - 0.83635; equivariance_jacobian - 0.82033; disc_gan - 0.46546
00000127) perceptual - 121.29820; gen_gan - 0.28113; feature_matching - 5.86558; equivariance_value - 0.69121; equivariance_jacobian - 0.81563; disc_gan - 0.46381
00000128) perceptual - 123.97922; gen_gan - 0.28116; feature_matching - 5.93588; equivariance_value - 0.72376; equivariance_jacobian - 0.84847; disc_gan - 0.46634
00000129) perceptual - 122.41658; gen_gan - 0.28197; feature_matching - 5.98264; equivariance_value - 0.73260; equivariance_jacobian - 0.84645; disc_gan - 0.46476
00000130) perceptual - 121.02326; gen_gan - 0.28017; feature_matching - 5.86298; equivariance_value - 0.75054; equivariance_jacobian - 0.83829; disc_gan - 0.46841
00000131) perceptual - 124.97187; gen_gan - 0.28187; feature_matching - 6.00300; equivariance_value - 0.81066; equivariance_jacobian - 0.83140; disc_gan - 0.46502
00000132) perceptual - 122.85383; gen_gan - 0.28077; feature_matching - 5.97915; equivariance_value - 0.83846; equivariance_jacobian - 0.86846; disc_gan - 0.46658
00000133) perceptual - 119.03992; gen_gan - 0.28103; feature_matching - 5.66430; equivariance_value - 0.71289; equivariance_jacobian - 0.79432; disc_gan - 0.46632
00000134) perceptual - 120.32507; gen_gan - 0.28143; feature_matching - 5.81673; equivariance_value - 0.74474; equivariance_jacobian - 0.86807; disc_gan - 0.46602
00000135) perceptual - 116.96909; gen_gan - 0.28003; feature_matching - 5.53666; equivariance_value - 0.72723; equivariance_jacobian - 0.82163; disc_gan - 0.46550
00000136) perceptual - 114.92984; gen_gan - 0.27825; feature_matching - 5.39728; equivariance_value - 0.69297; equivariance_jacobian - 0.79649; disc_gan - 0.46883
00000137) perceptual - 119.87482; gen_gan - 0.28380; feature_matching - 5.87967; equivariance_value - 0.66713; equivariance_jacobian - 0.83028; disc_gan - 0.46641
00000138) perceptual - 117.02692; gen_gan - 0.27801; feature_matching - 5.42772; equivariance_value - 0.80339; equivariance_jacobian - 0.78278; disc_gan - 0.46756
00000139) perceptual - 121.29782; gen_gan - 0.27955; feature_matching - 5.85703; equivariance_value - 0.89808; equivariance_jacobian - 0.87270; disc_gan - 0.46596
00000140) perceptual - 124.79337; gen_gan - 0.28017; feature_matching - 6.18560; equivariance_value - 0.77770; equivariance_jacobian - 0.82014; disc_gan - 0.46748
00000141) perceptual - 121.01293; gen_gan - 0.28071; feature_matching - 5.74016; equivariance_value - 0.76971; equivariance_jacobian - 0.82325; disc_gan - 0.46628
00000142) perceptual - 120.38815; gen_gan - 0.27920; feature_matching - 5.82807; equivariance_value - 0.72285; equivariance_jacobian - 0.85296; disc_gan - 0.46681
00000143) perceptual - 120.39390; gen_gan - 0.27948; feature_matching - 5.86385; equivariance_value - 0.69877; equivariance_jacobian - 0.86700; disc_gan - 0.46568
00000144) perceptual - 117.35734; gen_gan - 0.27969; feature_matching - 5.53928; equivariance_value - 0.77148; equivariance_jacobian - 0.88256; disc_gan - 0.46491
00000145) perceptual - 118.80728; gen_gan - 0.28079; feature_matching - 5.65011; equivariance_value - 0.72277; equivariance_jacobian - 0.80959; disc_gan - 0.46642
00000146) perceptual - 117.36304; gen_gan - 0.28163; feature_matching - 5.54706; equivariance_value - 0.71801; equivariance_jacobian - 0.82534; disc_gan - 0.46547
00000147) perceptual - 120.01428; gen_gan - 0.27890; feature_matching - 5.78128; equivariance_value - 0.77481; equivariance_jacobian - 0.83690; disc_gan - 0.46803
00000148) perceptual - 121.70848; gen_gan - 0.27982; feature_matching - 5.80465; equivariance_value - 0.68826; equivariance_jacobian - 0.83448; disc_gan - 0.46820
00000149) perceptual - 121.74366; gen_gan - 0.28113; feature_matching - 5.72858; equivariance_value - 0.74612; equivariance_jacobian - 0.87329; disc_gan - 0.46617
00000150) perceptual - 117.91508; gen_gan - 0.28213; feature_matching - 5.61887; equivariance_value - 0.72031; equivariance_jacobian - 0.80160; disc_gan - 0.46475
00000151) perceptual - 123.13928; gen_gan - 0.28088; feature_matching - 5.97021; equivariance_value - 0.77020; equivariance_jacobian - 0.87117; disc_gan - 0.46569
00000152) perceptual - 120.42012; gen_gan - 0.28074; feature_matching - 5.74587; equivariance_value - 0.74309; equivariance_jacobian - 0.81769; disc_gan - 0.46613
00000153) perceptual - 120.36608; gen_gan - 0.28191; feature_matching - 5.76288; equivariance_value - 0.72238; equivariance_jacobian - 0.82800; disc_gan - 0.46606
00000154) perceptual - 119.70293; gen_gan - 0.27902; feature_matching - 5.73502; equivariance_value - 0.80960; equivariance_jacobian - 0.79848; disc_gan - 0.46682
00000155) perceptual - 123.15353; gen_gan - 0.28232; feature_matching - 5.92265; equivariance_value - 0.79757; equivariance_jacobian - 0.84237; disc_gan - 0.46325
00000156) perceptual - 121.31759; gen_gan - 0.27973; feature_matching - 5.78717; equivariance_value - 0.72914; equivariance_jacobian - 0.81501; disc_gan - 0.46600
00000157) perceptual - 119.05027; gen_gan - 0.27874; feature_matching - 5.64489; equivariance_value - 0.85385; equivariance_jacobian - 0.90568; disc_gan - 0.46480
00000158) perceptual - 119.74496; gen_gan - 0.28133; feature_matching - 5.83259; equivariance_value - 0.74297; equivariance_jacobian - 0.84549; disc_gan - 0.46799
00000159) perceptual - 122.60325; gen_gan - 0.28239; feature_matching - 5.96952; equivariance_value - 0.68885; equivariance_jacobian - 0.83826; disc_gan - 0.46436
00000160) perceptual - 122.47187; gen_gan - 0.27830; feature_matching - 6.07524; equivariance_value - 0.79731; equivariance_jacobian - 0.80915; disc_gan - 0.46651
00000161) perceptual - 119.70071; gen_gan - 0.28144; feature_matching - 5.81493; equivariance_value - 0.69813; equivariance_jacobian - 0.83532; disc_gan - 0.46619
00000162) perceptual - 121.10987; gen_gan - 0.28103; feature_matching - 5.88680; equivariance_value - 0.75910; equivariance_jacobian - 0.77654; disc_gan - 0.46596
00000163) perceptual - 119.26861; gen_gan - 0.27940; feature_matching - 5.66854; equivariance_value - 0.72717; equivariance_jacobian - 0.84636; disc_gan - 0.46854
00000164) perceptual - 121.89433; gen_gan - 0.28396; feature_matching - 5.84169; equivariance_value - 0.79054; equivariance_jacobian - 0.80805; disc_gan - 0.46356
00000165) perceptual - 121.15436; gen_gan - 0.28144; feature_matching - 5.75990; equivariance_value - 0.75850; equivariance_jacobian - 0.81012; disc_gan - 0.46584
00000166) perceptual - 119.84723; gen_gan - 0.28153; feature_matching - 5.71933; equivariance_value - 0.71334; equivariance_jacobian - 0.82141; disc_gan - 0.46754
00000167) perceptual - 116.67625; gen_gan - 0.27842; feature_matching - 5.55048; equivariance_value - 0.63873; equivariance_jacobian - 0.83863; disc_gan - 0.46839
00000168) perceptual - 121.92445; gen_gan - 0.28270; feature_matching - 5.83613; equivariance_value - 0.71289; equivariance_jacobian - 0.79594; disc_gan - 0.46375
00000169) perceptual - 120.91191; gen_gan - 0.27956; feature_matching - 5.80060; equivariance_value - 0.68674; equivariance_jacobian - 0.76599; disc_gan - 0.46452
00000170) perceptual - 117.07285; gen_gan - 0.28140; feature_matching - 5.54504; equivariance_value - 0.72742; equivariance_jacobian - 0.83317; disc_gan - 0.46711
00000171) perceptual - 121.23595; gen_gan - 0.28314; feature_matching - 5.84860; equivariance_value - 0.71910; equivariance_jacobian - 0.80191; disc_gan - 0.46384
00000172) perceptual - 118.68787; gen_gan - 0.28177; feature_matching - 5.76264; equivariance_value - 0.76807; equivariance_jacobian - 0.81198; disc_gan - 0.46264
00000173) perceptual - 121.79961; gen_gan - 0.28221; feature_matching - 5.87985; equivariance_value - 0.73859; equivariance_jacobian - 0.82423; disc_gan - 0.46455
