00000000) perceptual - 221.40282; gen_gan - 4.36735; feature_matching - 12.73285; equivariance_value - 0.95938; equivariance_jacobian - 0.73830; disc_gan - 7.72336
00000040) perceptual - 137.90793; gen_gan - 0.27609; feature_matching - 6.61475; equivariance_value - 0.56628; equivariance_jacobian - 0.72688; disc_gan - 0.48482
00000041) perceptual - 141.49306; gen_gan - 0.27645; feature_matching - 6.71373; equivariance_value - 0.57721; equivariance_jacobian - 0.73235; disc_gan - 0.48143
00000042) perceptual - 139.32605; gen_gan - 0.28045; feature_matching - 6.77070; equivariance_value - 0.53157; equivariance_jacobian - 0.68468; disc_gan - 0.48451
00000043) perceptual - 143.95779; gen_gan - 0.28051; feature_matching - 7.05486; equivariance_value - 0.51343; equivariance_jacobian - 0.66407; disc_gan - 0.49076
00000044) perceptual - 141.11148; gen_gan - 0.28224; feature_matching - 6.87190; equivariance_value - 0.49994; equivariance_jacobian - 0.70575; disc_gan - 0.49179
00000045) perceptual - 135.97507; gen_gan - 0.29032; feature_matching - 6.55734; equivariance_value - 0.50297; equivariance_jacobian - 0.71649; disc_gan - 0.49167
00000046) perceptual - 135.70818; gen_gan - 0.28391; feature_matching - 6.70989; equivariance_value - 0.49122; equivariance_jacobian - 0.66174; disc_gan - 0.49053
00000047) perceptual - 135.55702; gen_gan - 0.28364; feature_matching - 6.35594; equivariance_value - 0.49663; equivariance_jacobian - 0.69967; disc_gan - 0.48824
00000048) perceptual - 137.67155; gen_gan - 0.27957; feature_matching - 6.57984; equivariance_value - 0.51569; equivariance_jacobian - 0.71702; disc_gan - 0.47796
00000049) perceptual - 140.05540; gen_gan - 0.28642; feature_matching - 6.77446; equivariance_value - 0.50921; equivariance_jacobian - 0.69882; disc_gan - 0.48100
00000050) perceptual - 135.40276; gen_gan - 0.33492; feature_matching - 6.47080; equivariance_value - 0.50628; equivariance_jacobian - 0.67957; disc_gan - 0.57895
00000051) perceptual - 133.00085; gen_gan - 0.28489; feature_matching - 6.36770; equivariance_value - 0.50495; equivariance_jacobian - 0.65980; disc_gan - 0.49171
00000052) perceptual - 139.16292; gen_gan - 0.28349; feature_matching - 6.71883; equivariance_value - 0.49374; equivariance_jacobian - 0.69234; disc_gan - 0.47075
00000053) perceptual - 134.53577; gen_gan - 0.28137; feature_matching - 6.56035; equivariance_value - 0.46553; equivariance_jacobian - 0.66119; disc_gan - 0.47468
00000054) perceptual - 138.66393; gen_gan - 0.29975; feature_matching - 6.73450; equivariance_value - 0.46112; equivariance_jacobian - 0.65655; disc_gan - 0.50892
00000055) perceptual - 137.79559; gen_gan - 0.29463; feature_matching - 6.66884; equivariance_value - 0.48054; equivariance_jacobian - 0.71553; disc_gan - 0.49204
00000056) perceptual - 131.33981; gen_gan - 0.28867; feature_matching - 6.36220; equivariance_value - 0.53020; equivariance_jacobian - 0.70155; disc_gan - 0.47940
00000057) perceptual - 132.62955; gen_gan - 0.31604; feature_matching - 6.31038; equivariance_value - 0.42101; equivariance_jacobian - 0.66198; disc_gan - 0.53609
00000058) perceptual - 133.31578; gen_gan - 0.29460; feature_matching - 6.48498; equivariance_value - 0.49083; equivariance_jacobian - 0.68253; disc_gan - 0.48314
00000059) perceptual - 136.30058; gen_gan - 0.29509; feature_matching - 6.73286; equivariance_value - 0.52551; equivariance_jacobian - 0.68763; disc_gan - 0.48559
00000060) perceptual - 131.24986; gen_gan - 0.29427; feature_matching - 6.49480; equivariance_value - 0.52058; equivariance_jacobian - 0.70256; disc_gan - 0.47174
00000061) perceptual - 129.02116; gen_gan - 0.28666; feature_matching - 6.35361; equivariance_value - 0.48336; equivariance_jacobian - 0.66307; disc_gan - 0.46357
00000062) perceptual - 128.94099; gen_gan - 0.28465; feature_matching - 6.31306; equivariance_value - 0.42132; equivariance_jacobian - 0.64340; disc_gan - 0.46507
00000063) perceptual - 122.22749; gen_gan - 0.28232; feature_matching - 5.84087; equivariance_value - 0.48099; equivariance_jacobian - 0.68672; disc_gan - 0.46647
00000064) perceptual - 131.01424; gen_gan - 0.28409; feature_matching - 6.46716; equivariance_value - 0.46066; equivariance_jacobian - 0.68298; disc_gan - 0.46227
00000065) perceptual - 125.28654; gen_gan - 0.28335; feature_matching - 5.98112; equivariance_value - 0.44988; equivariance_jacobian - 0.67603; disc_gan - 0.46376
00000066) perceptual - 126.66818; gen_gan - 0.28562; feature_matching - 6.18903; equivariance_value - 0.44632; equivariance_jacobian - 0.69142; disc_gan - 0.46252
00000067) perceptual - 126.51267; gen_gan - 0.28301; feature_matching - 6.18581; equivariance_value - 0.49704; equivariance_jacobian - 0.71896; disc_gan - 0.46357
00000068) perceptual - 125.64716; gen_gan - 0.28304; feature_matching - 6.05715; equivariance_value - 0.48325; equivariance_jacobian - 0.71178; disc_gan - 0.46350
00000069) perceptual - 126.40030; gen_gan - 0.28421; feature_matching - 6.21444; equivariance_value - 0.46504; equivariance_jacobian - 0.71534; disc_gan - 0.46280
00000070) perceptual - 123.76514; gen_gan - 0.28250; feature_matching - 5.83043; equivariance_value - 0.44086; equivariance_jacobian - 0.67391; disc_gan - 0.46485
00000071) perceptual - 122.81529; gen_gan - 0.28264; feature_matching - 5.91630; equivariance_value - 0.42734; equivariance_jacobian - 0.65799; disc_gan - 0.46481
00000072) perceptual - 125.92986; gen_gan - 0.28567; feature_matching - 6.14484; equivariance_value - 0.48685; equivariance_jacobian - 0.68969; disc_gan - 0.46137
00000073) perceptual - 123.45415; gen_gan - 0.28410; feature_matching - 5.94636; equivariance_value - 0.48642; equivariance_jacobian - 0.68651; disc_gan - 0.46320
00000074) perceptual - 124.99341; gen_gan - 0.28553; feature_matching - 6.03267; equivariance_value - 0.44548; equivariance_jacobian - 0.68356; disc_gan - 0.46062
00000075) perceptual - 126.49817; gen_gan - 0.28441; feature_matching - 6.05354; equivariance_value - 0.45445; equivariance_jacobian - 0.70199; disc_gan - 0.46274
00000076) perceptual - 124.78740; gen_gan - 0.28598; feature_matching - 6.19041; equivariance_value - 0.43740; equivariance_jacobian - 0.63742; disc_gan - 0.46144
00000077) perceptual - 123.48162; gen_gan - 0.28685; feature_matching - 6.05352; equivariance_value - 0.46463; equivariance_jacobian - 0.67395; disc_gan - 0.46054
00000078) perceptual - 126.59827; gen_gan - 0.28656; feature_matching - 6.18772; equivariance_value - 0.45471; equivariance_jacobian - 0.67825; disc_gan - 0.45933
00000079) perceptual - 120.69263; gen_gan - 0.28380; feature_matching - 5.67998; equivariance_value - 0.45232; equivariance_jacobian - 0.73418; disc_gan - 0.46055
00000080) perceptual - 126.99618; gen_gan - 0.28739; feature_matching - 6.35151; equivariance_value - 0.44007; equivariance_jacobian - 0.70156; disc_gan - 0.46093
00000081) perceptual - 125.09773; gen_gan - 0.28815; feature_matching - 6.10441; equivariance_value - 0.48461; equivariance_jacobian - 0.73062; disc_gan - 0.45879
00000082) perceptual - 123.03237; gen_gan - 0.28690; feature_matching - 6.03728; equivariance_value - 0.42955; equivariance_jacobian - 0.68813; disc_gan - 0.45828
00000083) perceptual - 125.57753; gen_gan - 0.28604; feature_matching - 6.24820; equivariance_value - 0.45564; equivariance_jacobian - 0.70133; disc_gan - 0.45711
00000084) perceptual - 122.68539; gen_gan - 0.28438; feature_matching - 5.96146; equivariance_value - 0.49436; equivariance_jacobian - 0.73137; disc_gan - 0.46043
00000085) perceptual - 123.19871; gen_gan - 0.28649; feature_matching - 5.99519; equivariance_value - 0.45097; equivariance_jacobian - 0.66968; disc_gan - 0.46128
00000086) perceptual - 120.35069; gen_gan - 0.28440; feature_matching - 5.76373; equivariance_value - 0.40347; equivariance_jacobian - 0.66610; disc_gan - 0.46137
00000087) perceptual - 124.02619; gen_gan - 0.28798; feature_matching - 6.03596; equivariance_value - 0.43639; equivariance_jacobian - 0.68315; disc_gan - 0.45831
00000088) perceptual - 123.64305; gen_gan - 0.28667; feature_matching - 6.13227; equivariance_value - 0.42352; equivariance_jacobian - 0.69033; disc_gan - 0.45941
00000089) perceptual - 120.70403; gen_gan - 0.28656; feature_matching - 5.89797; equivariance_value - 0.46096; equivariance_jacobian - 0.69466; disc_gan - 0.46025
00000090) perceptual - 123.74780; gen_gan - 0.28953; feature_matching - 6.16671; equivariance_value - 0.44429; equivariance_jacobian - 0.69363; disc_gan - 0.45811
00000091) perceptual - 119.55270; gen_gan - 0.28772; feature_matching - 5.79498; equivariance_value - 0.43638; equivariance_jacobian - 0.69853; disc_gan - 0.45764
00000092) perceptual - 120.57328; gen_gan - 0.28833; feature_matching - 5.84818; equivariance_value - 0.47238; equivariance_jacobian - 0.71148; disc_gan - 0.45789
00000093) perceptual - 123.19686; gen_gan - 0.28743; feature_matching - 6.08598; equivariance_value - 0.40740; equivariance_jacobian - 0.63904; disc_gan - 0.45918
00000094) perceptual - 119.44597; gen_gan - 0.28777; feature_matching - 5.79419; equivariance_value - 0.41723; equivariance_jacobian - 0.63260; disc_gan - 0.45911
00000095) perceptual - 125.54171; gen_gan - 0.28799; feature_matching - 6.20264; equivariance_value - 0.45556; equivariance_jacobian - 0.70396; disc_gan - 0.45849
00000096) perceptual - 121.94815; gen_gan - 0.28585; feature_matching - 5.94466; equivariance_value - 0.44175; equivariance_jacobian - 0.67795; disc_gan - 0.45868
00000097) perceptual - 126.49377; gen_gan - 0.28886; feature_matching - 6.32800; equivariance_value - 0.45616; equivariance_jacobian - 0.67180; disc_gan - 0.45689
00000098) perceptual - 123.31715; gen_gan - 0.28772; feature_matching - 6.11708; equivariance_value - 0.48623; equivariance_jacobian - 0.69140; disc_gan - 0.45928
00000099) perceptual - 123.45069; gen_gan - 0.28700; feature_matching - 6.12589; equivariance_value - 0.42179; equivariance_jacobian - 0.66129; disc_gan - 0.45798
00000100) perceptual - 123.42995; gen_gan - 0.28760; feature_matching - 5.91106; equivariance_value - 0.40847; equivariance_jacobian - 0.64582; disc_gan - 0.45771
00000101) perceptual - 123.46724; gen_gan - 0.28919; feature_matching - 6.08140; equivariance_value - 0.43375; equivariance_jacobian - 0.69231; disc_gan - 0.45615
00000102) perceptual - 120.00081; gen_gan - 0.28741; feature_matching - 5.84546; equivariance_value - 0.40396; equivariance_jacobian - 0.68112; disc_gan - 0.45665
00000103) perceptual - 120.34503; gen_gan - 0.28760; feature_matching - 5.84989; equivariance_value - 0.44109; equivariance_jacobian - 0.66767; disc_gan - 0.45859
00000104) perceptual - 126.85790; gen_gan - 0.29275; feature_matching - 6.36040; equivariance_value - 0.46181; equivariance_jacobian - 0.69116; disc_gan - 0.45490
00000105) perceptual - 121.59441; gen_gan - 0.28769; feature_matching - 6.02237; equivariance_value - 0.42895; equivariance_jacobian - 0.64339; disc_gan - 0.45760
00000106) perceptual - 120.41069; gen_gan - 0.28697; feature_matching - 5.83472; equivariance_value - 0.46002; equivariance_jacobian - 0.72823; disc_gan - 0.45918
00000107) perceptual - 122.85786; gen_gan - 0.28692; feature_matching - 5.95018; equivariance_value - 0.42687; equivariance_jacobian - 0.69561; disc_gan - 0.45891
00000108) perceptual - 122.92407; gen_gan - 0.28884; feature_matching - 5.93388; equivariance_value - 0.41481; equivariance_jacobian - 0.68241; disc_gan - 0.45753
00000109) perceptual - 119.66845; gen_gan - 0.28621; feature_matching - 5.81248; equivariance_value - 0.42377; equivariance_jacobian - 0.65368; disc_gan - 0.45857
00000110) perceptual - 123.07632; gen_gan - 0.28943; feature_matching - 6.08679; equivariance_value - 0.41592; equivariance_jacobian - 0.66340; disc_gan - 0.45782
00000111) perceptual - 122.00128; gen_gan - 0.28541; feature_matching - 5.89053; equivariance_value - 0.42643; equivariance_jacobian - 0.68866; disc_gan - 0.45972
00000112) perceptual - 121.24775; gen_gan - 0.28661; feature_matching - 5.82597; equivariance_value - 0.44828; equivariance_jacobian - 0.69800; disc_gan - 0.45921
00000113) perceptual - 122.26945; gen_gan - 0.28826; feature_matching - 5.92861; equivariance_value - 0.43386; equivariance_jacobian - 0.69661; disc_gan - 0.45831
00000114) perceptual - 119.65243; gen_gan - 0.28902; feature_matching - 5.93219; equivariance_value - 0.45896; equivariance_jacobian - 0.71856; disc_gan - 0.45725
00000115) perceptual - 123.69534; gen_gan - 0.28810; feature_matching - 6.06029; equivariance_value - 0.44094; equivariance_jacobian - 0.65776; disc_gan - 0.45745
00000116) perceptual - 118.87408; gen_gan - 0.28912; feature_matching - 5.79223; equivariance_value - 0.44476; equivariance_jacobian - 0.69492; disc_gan - 0.45761
00000117) perceptual - 118.68054; gen_gan - 0.28497; feature_matching - 5.72113; equivariance_value - 0.42694; equivariance_jacobian - 0.67613; disc_gan - 0.45958
00000118) perceptual - 120.86716; gen_gan - 0.28743; feature_matching - 5.80789; equivariance_value - 0.40099; equivariance_jacobian - 0.67209; disc_gan - 0.45855
00000119) perceptual - 123.91206; gen_gan - 0.28665; feature_matching - 6.04557; equivariance_value - 0.43498; equivariance_jacobian - 0.69411; disc_gan - 0.45811
00000120) perceptual - 121.74683; gen_gan - 0.28891; feature_matching - 5.98877; equivariance_value - 0.42087; equivariance_jacobian - 0.68406; disc_gan - 0.45783
00000121) perceptual - 117.83257; gen_gan - 0.28816; feature_matching - 5.68437; equivariance_value - 0.40560; equivariance_jacobian - 0.65118; disc_gan - 0.45838
00000122) perceptual - 121.34467; gen_gan - 0.28700; feature_matching - 5.97078; equivariance_value - 0.44193; equivariance_jacobian - 0.66155; disc_gan - 0.45890
00000123) perceptual - 123.99379; gen_gan - 0.29129; feature_matching - 6.13084; equivariance_value - 0.47129; equivariance_jacobian - 0.70335; disc_gan - 0.45582
00000124) perceptual - 121.06526; gen_gan - 0.28878; feature_matching - 5.84207; equivariance_value - 0.42714; equivariance_jacobian - 0.66155; disc_gan - 0.45652
00000125) perceptual - 121.87308; gen_gan - 0.28657; feature_matching - 5.99918; equivariance_value - 0.42252; equivariance_jacobian - 0.66450; disc_gan - 0.45875
00000126) perceptual - 125.28966; gen_gan - 0.28825; feature_matching - 6.15894; equivariance_value - 0.45240; equivariance_jacobian - 0.68619; disc_gan - 0.45850
00000127) perceptual - 123.42249; gen_gan - 0.29009; feature_matching - 6.02117; equivariance_value - 0.40707; equivariance_jacobian - 0.67225; disc_gan - 0.45708
00000128) perceptual - 122.79505; gen_gan - 0.28942; feature_matching - 5.94719; equivariance_value - 0.43506; equivariance_jacobian - 0.64547; disc_gan - 0.45511
00000129) perceptual - 121.36508; gen_gan - 0.29109; feature_matching - 6.06557; equivariance_value - 0.45753; equivariance_jacobian - 0.66289; disc_gan - 0.45558
00000130) perceptual - 121.05666; gen_gan - 0.28680; feature_matching - 5.88392; equivariance_value - 0.44371; equivariance_jacobian - 0.70435; disc_gan - 0.45713
00000131) perceptual - 123.09447; gen_gan - 0.28691; feature_matching - 5.91598; equivariance_value - 0.44517; equivariance_jacobian - 0.66958; disc_gan - 0.45836
00000132) perceptual - 119.61859; gen_gan - 0.28759; feature_matching - 5.73434; equivariance_value - 0.42118; equivariance_jacobian - 0.70396; disc_gan - 0.45796
00000133) perceptual - 124.50140; gen_gan - 0.28809; feature_matching - 6.13013; equivariance_value - 0.39703; equivariance_jacobian - 0.65090; disc_gan - 0.45788
00000134) perceptual - 121.34509; gen_gan - 0.28698; feature_matching - 5.89882; equivariance_value - 0.42212; equivariance_jacobian - 0.67503; disc_gan - 0.45835
00000135) perceptual - 119.15071; gen_gan - 0.28963; feature_matching - 5.86929; equivariance_value - 0.43089; equivariance_jacobian - 0.71073; disc_gan - 0.45805
00000136) perceptual - 120.59138; gen_gan - 0.28943; feature_matching - 5.83312; equivariance_value - 0.40249; equivariance_jacobian - 0.63057; disc_gan - 0.45599
00000137) perceptual - 119.47299; gen_gan - 0.28900; feature_matching - 5.78712; equivariance_value - 0.40842; equivariance_jacobian - 0.64776; disc_gan - 0.45654
00000138) perceptual - 120.75205; gen_gan - 0.28964; feature_matching - 5.87542; equivariance_value - 0.41374; equivariance_jacobian - 0.68614; disc_gan - 0.45591
00000139) perceptual - 120.26535; gen_gan - 0.28837; feature_matching - 5.86620; equivariance_value - 0.44636; equivariance_jacobian - 0.65864; disc_gan - 0.45720
00000140) perceptual - 120.50890; gen_gan - 0.28716; feature_matching - 5.87199; equivariance_value - 0.41103; equivariance_jacobian - 0.67777; disc_gan - 0.45803
00000141) perceptual - 120.47916; gen_gan - 0.28954; feature_matching - 5.80436; equivariance_value - 0.41972; equivariance_jacobian - 0.68789; disc_gan - 0.45703
00000142) perceptual - 122.63396; gen_gan - 0.28843; feature_matching - 6.04124; equivariance_value - 0.41924; equivariance_jacobian - 0.65440; disc_gan - 0.45752
00000143) perceptual - 124.94781; gen_gan - 0.28878; feature_matching - 6.13986; equivariance_value - 0.44560; equivariance_jacobian - 0.69540; disc_gan - 0.45722
00000144) perceptual - 119.00259; gen_gan - 0.28881; feature_matching - 5.69506; equivariance_value - 0.43731; equivariance_jacobian - 0.69510; disc_gan - 0.45735
00000145) perceptual - 121.47443; gen_gan - 0.28994; feature_matching - 6.02065; equivariance_value - 0.41118; equivariance_jacobian - 0.69196; disc_gan - 0.45698
00000146) perceptual - 122.62092; gen_gan - 0.28890; feature_matching - 5.99974; equivariance_value - 0.44417; equivariance_jacobian - 0.68711; disc_gan - 0.45638
00000147) perceptual - 123.08448; gen_gan - 0.28879; feature_matching - 6.00243; equivariance_value - 0.41383; equivariance_jacobian - 0.70394; disc_gan - 0.45787
00000148) perceptual - 123.23328; gen_gan - 0.29064; feature_matching - 5.96844; equivariance_value - 0.44576; equivariance_jacobian - 0.70872; disc_gan - 0.45499
00000149) perceptual - 120.73556; gen_gan - 0.29009; feature_matching - 5.96065; equivariance_value - 0.46545; equivariance_jacobian - 0.69411; disc_gan - 0.45515
00000150) perceptual - 121.80394; gen_gan - 0.29021; feature_matching - 6.16320; equivariance_value - 0.43867; equivariance_jacobian - 0.67060; disc_gan - 0.45564
00000151) perceptual - 126.10493; gen_gan - 0.28827; feature_matching - 6.22395; equivariance_value - 0.43506; equivariance_jacobian - 0.68509; disc_gan - 0.45597
00000152) perceptual - 120.78480; gen_gan - 0.29095; feature_matching - 5.94813; equivariance_value - 0.42839; equivariance_jacobian - 0.66664; disc_gan - 0.45576
00000153) perceptual - 120.60160; gen_gan - 0.28885; feature_matching - 5.82042; equivariance_value - 0.42597; equivariance_jacobian - 0.71137; disc_gan - 0.45624
00000154) perceptual - 123.03973; gen_gan - 0.29163; feature_matching - 6.03687; equivariance_value - 0.42648; equivariance_jacobian - 0.69947; disc_gan - 0.45464
00000155) perceptual - 121.76613; gen_gan - 0.28920; feature_matching - 5.94519; equivariance_value - 0.42423; equivariance_jacobian - 0.69087; disc_gan - 0.45477
00000156) perceptual - 121.61172; gen_gan - 0.28983; feature_matching - 5.98058; equivariance_value - 0.42246; equivariance_jacobian - 0.67123; disc_gan - 0.45601
00000157) perceptual - 122.32718; gen_gan - 0.28824; feature_matching - 6.06543; equivariance_value - 0.43020; equivariance_jacobian - 0.68839; disc_gan - 0.45562
00000158) perceptual - 122.29240; gen_gan - 0.28868; feature_matching - 5.96386; equivariance_value - 0.43805; equivariance_jacobian - 0.69496; disc_gan - 0.45643
00000159) perceptual - 124.59366; gen_gan - 0.29161; feature_matching - 6.16831; equivariance_value - 0.43117; equivariance_jacobian - 0.67144; disc_gan - 0.45603
00000160) perceptual - 123.34409; gen_gan - 0.29015; feature_matching - 6.08411; equivariance_value - 0.40344; equivariance_jacobian - 0.64899; disc_gan - 0.45431
00000161) perceptual - 122.92156; gen_gan - 0.28794; feature_matching - 6.02967; equivariance_value - 0.45214; equivariance_jacobian - 0.68129; disc_gan - 0.45644
00000162) perceptual - 119.75462; gen_gan - 0.28845; feature_matching - 5.81095; equivariance_value - 0.45337; equivariance_jacobian - 0.69329; disc_gan - 0.45556
00000163) perceptual - 119.72453; gen_gan - 0.28955; feature_matching - 5.87789; equivariance_value - 0.42902; equivariance_jacobian - 0.67743; disc_gan - 0.45647
00000164) perceptual - 119.03918; gen_gan - 0.28867; feature_matching - 5.77742; equivariance_value - 0.44473; equivariance_jacobian - 0.68926; disc_gan - 0.45601
00000165) perceptual - 121.55200; gen_gan - 0.28887; feature_matching - 5.96183; equivariance_value - 0.44579; equivariance_jacobian - 0.68136; disc_gan - 0.45634
00000166) perceptual - 121.18027; gen_gan - 0.28780; feature_matching - 5.95066; equivariance_value - 0.45631; equivariance_jacobian - 0.66723; disc_gan - 0.45816
00000167) perceptual - 118.80714; gen_gan - 0.28884; feature_matching - 5.81295; equivariance_value - 0.43365; equivariance_jacobian - 0.72535; disc_gan - 0.45457
00000168) perceptual - 121.24118; gen_gan - 0.28725; feature_matching - 5.96912; equivariance_value - 0.45533; equivariance_jacobian - 0.69381; disc_gan - 0.45756
00000169) perceptual - 119.26009; gen_gan - 0.28955; feature_matching - 5.81615; equivariance_value - 0.43938; equivariance_jacobian - 0.66693; disc_gan - 0.45533
00000170) perceptual - 118.76619; gen_gan - 0.28820; feature_matching - 5.77157; equivariance_value - 0.44485; equivariance_jacobian - 0.68283; disc_gan - 0.45716
00000171) perceptual - 121.70686; gen_gan - 0.28910; feature_matching - 5.83326; equivariance_value - 0.42455; equivariance_jacobian - 0.67050; disc_gan - 0.45621
00000172) perceptual - 119.01583; gen_gan - 0.28775; feature_matching - 5.75967; equivariance_value - 0.40480; equivariance_jacobian - 0.66411; disc_gan - 0.45687
00000173) perceptual - 120.91444; gen_gan - 0.29058; feature_matching - 5.84545; equivariance_value - 0.42775; equivariance_jacobian - 0.66222; disc_gan - 0.45605
