00000099) perceptual - 179.22693; gen_gan - 0.81137; feature_matching - 5.82724; equivariance_value - 1.10062; equivariance_jacobian - 1.04242; disc_gan - 0.90839
00000137) perceptual - 135.19162; gen_gan - 0.31869; feature_matching - 4.15192; equivariance_value - 0.81555; equivariance_jacobian - 0.87145; disc_gan - 0.49594
00000138) perceptual - 136.96373; gen_gan - 0.31685; feature_matching - 4.14962; equivariance_value - 0.81041; equivariance_jacobian - 0.85285; disc_gan - 0.49516
00000139) perceptual - 134.96281; gen_gan - 0.31502; feature_matching - 4.16237; equivariance_value - 0.80789; equivariance_jacobian - 0.84465; disc_gan - 0.49418
00000140) perceptual - 135.88431; gen_gan - 0.31337; feature_matching - 4.13946; equivariance_value - 0.81345; equivariance_jacobian - 0.85622; disc_gan - 0.49357
00000141) perceptual - 134.49661; gen_gan - 0.31173; feature_matching - 4.11710; equivariance_value - 0.76774; equivariance_jacobian - 0.84330; disc_gan - 0.49213
00000142) perceptual - 134.01080; gen_gan - 0.30862; feature_matching - 4.09711; equivariance_value - 0.76908; equivariance_jacobian - 0.84054; disc_gan - 0.49121
00000143) perceptual - 136.04333; gen_gan - 0.30786; feature_matching - 4.14068; equivariance_value - 0.80273; equivariance_jacobian - 0.83234; disc_gan - 0.49052
00000144) perceptual - 135.21309; gen_gan - 0.30715; feature_matching - 4.12503; equivariance_value - 0.82100; equivariance_jacobian - 0.86201; disc_gan - 0.48751
00000145) perceptual - 135.81076; gen_gan - 0.30607; feature_matching - 4.11023; equivariance_value - 0.79711; equivariance_jacobian - 0.85225; disc_gan - 0.48714
00000146) perceptual - 131.14635; gen_gan - 0.30285; feature_matching - 3.96729; equivariance_value - 0.80242; equivariance_jacobian - 0.86068; disc_gan - 0.48631
00000147) perceptual - 132.62251; gen_gan - 0.30298; feature_matching - 4.03723; equivariance_value - 0.76046; equivariance_jacobian - 0.81661; disc_gan - 0.48552
00000148) perceptual - 134.34871; gen_gan - 0.30297; feature_matching - 4.06732; equivariance_value - 0.76849; equivariance_jacobian - 0.84645; disc_gan - 0.48480
00000149) perceptual - 133.50629; gen_gan - 0.30137; feature_matching - 4.06443; equivariance_value - 0.82077; equivariance_jacobian - 0.85726; disc_gan - 0.48370
00000150) perceptual - 132.94783; gen_gan - 0.30183; feature_matching - 3.98900; equivariance_value - 0.79885; equivariance_jacobian - 0.84401; disc_gan - 0.48263
00000151) perceptual - 135.65007; gen_gan - 0.30000; feature_matching - 4.09180; equivariance_value - 0.78765; equivariance_jacobian - 0.84629; disc_gan - 0.48161
00000152) perceptual - 132.42923; gen_gan - 0.29874; feature_matching - 3.99432; equivariance_value - 0.73671; equivariance_jacobian - 0.82353; disc_gan - 0.48032
00000153) perceptual - 131.78427; gen_gan - 0.29819; feature_matching - 3.99318; equivariance_value - 0.76680; equivariance_jacobian - 0.84075; disc_gan - 0.47925
00000154) perceptual - 129.36801; gen_gan - 0.29822; feature_matching - 3.91132; equivariance_value - 0.80350; equivariance_jacobian - 0.85559; disc_gan - 0.47968
00000155) perceptual - 133.12436; gen_gan - 0.29738; feature_matching - 4.05729; equivariance_value - 0.77295; equivariance_jacobian - 0.82459; disc_gan - 0.47840
00000156) perceptual - 129.61781; gen_gan - 0.29659; feature_matching - 3.91243; equivariance_value - 0.78593; equivariance_jacobian - 0.84424; disc_gan - 0.47740
00000157) perceptual - 132.69077; gen_gan - 0.29722; feature_matching - 4.01996; equivariance_value - 0.78947; equivariance_jacobian - 0.84694; disc_gan - 0.47468
00000158) perceptual - 131.77827; gen_gan - 0.29670; feature_matching - 3.95295; equivariance_value - 0.77229; equivariance_jacobian - 0.82512; disc_gan - 0.47559
00000159) perceptual - 131.68063; gen_gan - 0.29677; feature_matching - 3.99331; equivariance_value - 0.70677; equivariance_jacobian - 0.80215; disc_gan - 0.47357
00000160) perceptual - 129.44557; gen_gan - 0.29532; feature_matching - 3.90486; equivariance_value - 0.74915; equivariance_jacobian - 0.81645; disc_gan - 0.47391
00000161) perceptual - 129.71529; gen_gan - 0.29670; feature_matching - 3.94443; equivariance_value - 0.74206; equivariance_jacobian - 0.81013; disc_gan - 0.47195
00000162) perceptual - 129.29973; gen_gan - 0.29547; feature_matching - 3.89382; equivariance_value - 0.78127; equivariance_jacobian - 0.83090; disc_gan - 0.47170
00000163) perceptual - 130.06679; gen_gan - 0.29654; feature_matching - 3.92762; equivariance_value - 0.74893; equivariance_jacobian - 0.81452; disc_gan - 0.47039
00000164) perceptual - 128.65572; gen_gan - 0.29526; feature_matching - 3.90566; equivariance_value - 0.74626; equivariance_jacobian - 0.81084; disc_gan - 0.46943
00000165) perceptual - 131.17410; gen_gan - 0.29736; feature_matching - 3.97171; equivariance_value - 0.79378; equivariance_jacobian - 0.82366; disc_gan - 0.46769
00000166) perceptual - 127.98663; gen_gan - 0.29572; feature_matching - 3.83935; equivariance_value - 0.76146; equivariance_jacobian - 0.83168; disc_gan - 0.46800
00000167) perceptual - 128.92926; gen_gan - 0.29707; feature_matching - 3.89138; equivariance_value - 0.78505; equivariance_jacobian - 0.83229; disc_gan - 0.46631
00000168) perceptual - 131.14888; gen_gan - 0.29636; feature_matching - 3.96489; equivariance_value - 0.76102; equivariance_jacobian - 0.81546; disc_gan - 0.46728
00000169) perceptual - 127.92079; gen_gan - 0.29586; feature_matching - 3.86171; equivariance_value - 0.73419; equivariance_jacobian - 0.81351; disc_gan - 0.46420
00000170) perceptual - 128.16432; gen_gan - 0.29532; feature_matching - 3.87730; equivariance_value - 0.73452; equivariance_jacobian - 0.81010; disc_gan - 0.46504
00000171) perceptual - 129.65521; gen_gan - 0.29764; feature_matching - 3.94420; equivariance_value - 0.76597; equivariance_jacobian - 0.82782; disc_gan - 0.46201
00000172) perceptual - 128.98615; gen_gan - 0.29628; feature_matching - 3.87800; equivariance_value - 0.73113; equivariance_jacobian - 0.78876; disc_gan - 0.46260
00000173) perceptual - 126.98839; gen_gan - 0.29617; feature_matching - 3.81853; equivariance_value - 0.75283; equivariance_jacobian - 0.82050; disc_gan - 0.46103
00000174) perceptual - 129.93295; gen_gan - 0.29729; feature_matching - 3.92520; equivariance_value - 0.73744; equivariance_jacobian - 0.79222; disc_gan - 0.46091
00000175) perceptual - 126.52077; gen_gan - 0.29703; feature_matching - 3.80325; equivariance_value - 0.75493; equivariance_jacobian - 0.81571; disc_gan - 0.46025
00000176) perceptual - 129.26265; gen_gan - 0.29696; feature_matching - 3.92237; equivariance_value - 0.72651; equivariance_jacobian - 0.80837; disc_gan - 0.45905
00000177) perceptual - 126.15744; gen_gan - 0.29714; feature_matching - 3.79519; equivariance_value - 0.73959; equivariance_jacobian - 0.81235; disc_gan - 0.45832
00000178) perceptual - 127.97681; gen_gan - 0.29750; feature_matching - 3.85088; equivariance_value - 0.76270; equivariance_jacobian - 0.81915; disc_gan - 0.45770
00000179) perceptual - 127.36678; gen_gan - 0.29739; feature_matching - 3.82798; equivariance_value - 0.73763; equivariance_jacobian - 0.81186; disc_gan - 0.45734
00000180) perceptual - 129.10771; gen_gan - 0.30022; feature_matching - 3.92019; equivariance_value - 0.74807; equivariance_jacobian - 0.80016; disc_gan - 0.45468
00000181) perceptual - 127.27017; gen_gan - 0.29810; feature_matching - 3.84010; equivariance_value - 0.74743; equivariance_jacobian - 0.79431; disc_gan - 0.45458
00000182) perceptual - 126.23942; gen_gan - 0.29907; feature_matching - 3.75260; equivariance_value - 0.73491; equivariance_jacobian - 0.79303; disc_gan - 0.45381
00000183) perceptual - 125.08940; gen_gan - 0.29801; feature_matching - 3.76165; equivariance_value - 0.72087; equivariance_jacobian - 0.79360; disc_gan - 0.45441
00000184) perceptual - 129.72125; gen_gan - 0.30134; feature_matching - 3.93549; equivariance_value - 0.69565; equivariance_jacobian - 0.78372; disc_gan - 0.45097
00000185) perceptual - 126.76432; gen_gan - 0.30025; feature_matching - 3.78038; equivariance_value - 0.72898; equivariance_jacobian - 0.78723; disc_gan - 0.45116
00000186) perceptual - 127.35267; gen_gan - 0.30043; feature_matching - 3.83472; equivariance_value - 0.72512; equivariance_jacobian - 0.81216; disc_gan - 0.45122
00000187) perceptual - 126.55305; gen_gan - 0.30329; feature_matching - 3.81114; equivariance_value - 0.73150; equivariance_jacobian - 0.79213; disc_gan - 0.44762
00000188) perceptual - 124.23326; gen_gan - 0.30022; feature_matching - 3.72580; equivariance_value - 0.72273; equivariance_jacobian - 0.78374; disc_gan - 0.44988
00000189) perceptual - 126.66100; gen_gan - 0.30135; feature_matching - 3.83642; equivariance_value - 0.72671; equivariance_jacobian - 0.79271; disc_gan - 0.44748
00000190) perceptual - 125.46124; gen_gan - 0.30138; feature_matching - 3.76217; equivariance_value - 0.72824; equivariance_jacobian - 0.79022; disc_gan - 0.44927
00000191) perceptual - 125.64758; gen_gan - 0.30180; feature_matching - 3.81940; equivariance_value - 0.73894; equivariance_jacobian - 0.79310; disc_gan - 0.44678
00000192) perceptual - 126.91693; gen_gan - 0.30333; feature_matching - 3.85652; equivariance_value - 0.71659; equivariance_jacobian - 0.78938; disc_gan - 0.44462
00000193) perceptual - 124.06943; gen_gan - 0.30235; feature_matching - 3.70065; equivariance_value - 0.71255; equivariance_jacobian - 0.76027; disc_gan - 0.44719
00000194) perceptual - 124.72015; gen_gan - 0.30363; feature_matching - 3.73309; equivariance_value - 0.72409; equivariance_jacobian - 0.79420; disc_gan - 0.44366
00000195) perceptual - 123.23627; gen_gan - 0.30249; feature_matching - 3.67006; equivariance_value - 0.69801; equivariance_jacobian - 0.78530; disc_gan - 0.44364
00000196) perceptual - 124.35429; gen_gan - 0.30493; feature_matching - 3.73496; equivariance_value - 0.72561; equivariance_jacobian - 0.78189; disc_gan - 0.44123
00000197) perceptual - 123.24111; gen_gan - 0.30377; feature_matching - 3.70357; equivariance_value - 0.70990; equivariance_jacobian - 0.78902; disc_gan - 0.44247
00000198) perceptual - 123.47222; gen_gan - 0.30542; feature_matching - 3.74405; equivariance_value - 0.69415; equivariance_jacobian - 0.77551; disc_gan - 0.44055
00000199) perceptual - 122.51488; gen_gan - 0.30777; feature_matching - 3.66441; equivariance_value - 0.71515; equivariance_jacobian - 0.78376; disc_gan - 0.43874
00000200) perceptual - 124.43315; gen_gan - 0.30742; feature_matching - 3.76052; equivariance_value - 0.69890; equivariance_jacobian - 0.77156; disc_gan - 0.43828
00000201) perceptual - 125.44729; gen_gan - 0.30667; feature_matching - 3.79228; equivariance_value - 0.68736; equivariance_jacobian - 0.77733; disc_gan - 0.43844
00000202) perceptual - 124.22669; gen_gan - 0.30792; feature_matching - 3.74086; equivariance_value - 0.71377; equivariance_jacobian - 0.77500; disc_gan - 0.43771
00000203) perceptual - 122.30832; gen_gan - 0.30768; feature_matching - 3.68174; equivariance_value - 0.72170; equivariance_jacobian - 0.78909; disc_gan - 0.43638
00000204) perceptual - 124.34643; gen_gan - 0.30893; feature_matching - 3.77528; equivariance_value - 0.68837; equivariance_jacobian - 0.77316; disc_gan - 0.43542
00000205) perceptual - 123.03907; gen_gan - 0.30802; feature_matching - 3.71943; equivariance_value - 0.68694; equivariance_jacobian - 0.77354; disc_gan - 0.43660
00000206) perceptual - 122.38359; gen_gan - 0.31059; feature_matching - 3.67684; equivariance_value - 0.71433; equivariance_jacobian - 0.78203; disc_gan - 0.43495
00000207) perceptual - 121.73196; gen_gan - 0.30986; feature_matching - 3.66393; equivariance_value - 0.68833; equivariance_jacobian - 0.77242; disc_gan - 0.43229
00000208) perceptual - 122.21688; gen_gan - 0.31088; feature_matching - 3.68435; equivariance_value - 0.69879; equivariance_jacobian - 0.76621; disc_gan - 0.43287
00000209) perceptual - 120.98508; gen_gan - 0.31127; feature_matching - 3.61957; equivariance_value - 0.68285; equivariance_jacobian - 0.77243; disc_gan - 0.43355
00000210) perceptual - 122.10100; gen_gan - 0.31234; feature_matching - 3.68022; equivariance_value - 0.69460; equivariance_jacobian - 0.77616; disc_gan - 0.42958
00000211) perceptual - 119.51694; gen_gan - 0.31197; feature_matching - 3.55327; equivariance_value - 0.67774; equivariance_jacobian - 0.75974; disc_gan - 0.43095
00000212) perceptual - 122.20428; gen_gan - 0.31263; feature_matching - 3.69142; equivariance_value - 0.70943; equivariance_jacobian - 0.78620; disc_gan - 0.42997
00000213) perceptual - 123.05910; gen_gan - 0.31374; feature_matching - 3.71101; equivariance_value - 0.68464; equivariance_jacobian - 0.76777; disc_gan - 0.42964
00000214) perceptual - 121.56764; gen_gan - 0.31346; feature_matching - 3.68526; equivariance_value - 0.70422; equivariance_jacobian - 0.77923; disc_gan - 0.42770
00000215) perceptual - 122.18077; gen_gan - 0.31633; feature_matching - 3.69706; equivariance_value - 0.68524; equivariance_jacobian - 0.76961; disc_gan - 0.42683
00000216) perceptual - 121.82564; gen_gan - 0.31640; feature_matching - 3.65427; equivariance_value - 0.69422; equivariance_jacobian - 0.76781; disc_gan - 0.42713
00000217) perceptual - 121.44646; gen_gan - 0.31552; feature_matching - 3.62162; equivariance_value - 0.71177; equivariance_jacobian - 0.78320; disc_gan - 0.42517
00000218) perceptual - 120.95203; gen_gan - 0.31537; feature_matching - 3.60296; equivariance_value - 0.71195; equivariance_jacobian - 0.76901; disc_gan - 0.42673
00000219) perceptual - 120.94581; gen_gan - 0.31569; feature_matching - 3.66071; equivariance_value - 0.68907; equivariance_jacobian - 0.76610; disc_gan - 0.42697
00000220) perceptual - 123.87291; gen_gan - 0.32096; feature_matching - 3.73380; equivariance_value - 0.67547; equivariance_jacobian - 0.77137; disc_gan - 0.42179
00000221) perceptual - 121.49112; gen_gan - 0.31895; feature_matching - 3.68916; equivariance_value - 0.69294; equivariance_jacobian - 0.77464; disc_gan - 0.42125
00000222) perceptual - 121.21477; gen_gan - 0.31832; feature_matching - 3.66682; equivariance_value - 0.69618; equivariance_jacobian - 0.76613; disc_gan - 0.42260
00000223) perceptual - 119.19505; gen_gan - 0.31930; feature_matching - 3.55605; equivariance_value - 0.69188; equivariance_jacobian - 0.77718; disc_gan - 0.42190
00000224) perceptual - 123.24950; gen_gan - 0.32163; feature_matching - 3.70863; equivariance_value - 0.68574; equivariance_jacobian - 0.76086; disc_gan - 0.41853
00000225) perceptual - 118.64270; gen_gan - 0.32089; feature_matching - 3.54793; equivariance_value - 0.66938; equivariance_jacobian - 0.75910; disc_gan - 0.42034
00000226) perceptual - 120.59296; gen_gan - 0.32259; feature_matching - 3.63836; equivariance_value - 0.68963; equivariance_jacobian - 0.77294; disc_gan - 0.41912
00000227) perceptual - 120.05546; gen_gan - 0.32275; feature_matching - 3.63964; equivariance_value - 0.70047; equivariance_jacobian - 0.75704; disc_gan - 0.41688
00000228) perceptual - 120.74642; gen_gan - 0.32227; feature_matching - 3.61916; equivariance_value - 0.67375; equivariance_jacobian - 0.76166; disc_gan - 0.41880
00000229) perceptual - 119.46489; gen_gan - 0.32474; feature_matching - 3.58570; equivariance_value - 0.68924; equivariance_jacobian - 0.75861; disc_gan - 0.41602
00000230) perceptual - 122.10120; gen_gan - 0.32584; feature_matching - 3.66177; equivariance_value - 0.68649; equivariance_jacobian - 0.74556; disc_gan - 0.41605
00000231) perceptual - 120.33001; gen_gan - 0.32397; feature_matching - 3.63224; equivariance_value - 0.64402; equivariance_jacobian - 0.73483; disc_gan - 0.41595
00000232) perceptual - 118.82581; gen_gan - 0.32473; feature_matching - 3.54745; equivariance_value - 0.67217; equivariance_jacobian - 0.74312; disc_gan - 0.41581
00000233) perceptual - 119.11116; gen_gan - 0.32472; feature_matching - 3.55464; equivariance_value - 0.66429; equivariance_jacobian - 0.75084; disc_gan - 0.41320
00000234) perceptual - 118.77595; gen_gan - 0.32625; feature_matching - 3.57004; equivariance_value - 0.68934; equivariance_jacobian - 0.76581; disc_gan - 0.41392
00000235) perceptual - 119.39156; gen_gan - 0.32736; feature_matching - 3.57805; equivariance_value - 0.64467; equivariance_jacobian - 0.73916; disc_gan - 0.41268
00000236) perceptual - 119.23767; gen_gan - 0.32576; feature_matching - 3.57588; equivariance_value - 0.65999; equivariance_jacobian - 0.75201; disc_gan - 0.41367
00000237) perceptual - 119.22190; gen_gan - 0.32840; feature_matching - 3.56645; equivariance_value - 0.67216; equivariance_jacobian - 0.75971; disc_gan - 0.41160
00000238) perceptual - 118.43904; gen_gan - 0.32780; feature_matching - 3.58561; equivariance_value - 0.66388; equivariance_jacobian - 0.75034; disc_gan - 0.41186
00000239) perceptual - 118.46343; gen_gan - 0.33080; feature_matching - 3.55560; equivariance_value - 0.64655; equivariance_jacobian - 0.74055; disc_gan - 0.40897
00000240) perceptual - 119.11755; gen_gan - 0.32923; feature_matching - 3.57433; equivariance_value - 0.67255; equivariance_jacobian - 0.74386; disc_gan - 0.41134
00000241) perceptual - 119.80566; gen_gan - 0.33151; feature_matching - 3.59446; equivariance_value - 0.69346; equivariance_jacobian - 0.76110; disc_gan - 0.40955
00000242) perceptual - 118.26426; gen_gan - 0.33120; feature_matching - 3.56647; equivariance_value - 0.65999; equivariance_jacobian - 0.74141; disc_gan - 0.40829
00000243) perceptual - 120.17328; gen_gan - 0.32998; feature_matching - 3.61567; equivariance_value - 0.65879; equivariance_jacobian - 0.73411; disc_gan - 0.40784
00000244) perceptual - 119.90675; gen_gan - 0.33350; feature_matching - 3.60922; equivariance_value - 0.68165; equivariance_jacobian - 0.76683; disc_gan - 0.40625
00000245) perceptual - 120.05550; gen_gan - 0.33250; feature_matching - 3.63275; equivariance_value - 0.66898; equivariance_jacobian - 0.76155; disc_gan - 0.40525
00000246) perceptual - 119.93841; gen_gan - 0.33483; feature_matching - 3.63246; equivariance_value - 0.66359; equivariance_jacobian - 0.74872; disc_gan - 0.40509
00000247) perceptual - 121.05926; gen_gan - 0.33410; feature_matching - 3.66671; equivariance_value - 0.65622; equivariance_jacobian - 0.74299; disc_gan - 0.40613
00000248) perceptual - 119.58432; gen_gan - 0.33669; feature_matching - 3.59525; equivariance_value - 0.69687; equivariance_jacobian - 0.75611; disc_gan - 0.40236
00000249) perceptual - 118.49506; gen_gan - 0.33806; feature_matching - 3.57319; equivariance_value - 0.65011; equivariance_jacobian - 0.73677; disc_gan - 0.40231
00000250) perceptual - 117.89906; gen_gan - 0.33872; feature_matching - 3.52106; equivariance_value - 0.65045; equivariance_jacobian - 0.74282; disc_gan - 0.40023
00000251) perceptual - 119.05251; gen_gan - 0.33568; feature_matching - 3.57882; equivariance_value - 0.67120; equivariance_jacobian - 0.74559; disc_gan - 0.40366
00000252) perceptual - 118.94727; gen_gan - 0.33799; feature_matching - 3.59953; equivariance_value - 0.67411; equivariance_jacobian - 0.73674; disc_gan - 0.40122
00000253) perceptual - 118.67856; gen_gan - 0.33748; feature_matching - 3.59361; equivariance_value - 0.66276; equivariance_jacobian - 0.73274; disc_gan - 0.40031
00000254) perceptual - 118.31860; gen_gan - 0.33937; feature_matching - 3.57590; equivariance_value - 0.66298; equivariance_jacobian - 0.73815; disc_gan - 0.39926
00000255) perceptual - 116.58405; gen_gan - 0.33717; feature_matching - 3.47790; equivariance_value - 0.65996; equivariance_jacobian - 0.73434; disc_gan - 0.40127
00000256) perceptual - 116.10838; gen_gan - 0.33934; feature_matching - 3.49479; equivariance_value - 0.64667; equivariance_jacobian - 0.74118; disc_gan - 0.39976
00000257) perceptual - 119.49070; gen_gan - 0.33932; feature_matching - 3.60018; equivariance_value - 0.62420; equivariance_jacobian - 0.73889; disc_gan - 0.40006
00000258) perceptual - 118.17083; gen_gan - 0.34020; feature_matching - 3.56916; equivariance_value - 0.66638; equivariance_jacobian - 0.73387; disc_gan - 0.39851
00000259) perceptual - 118.07030; gen_gan - 0.34233; feature_matching - 3.56419; equivariance_value - 0.69260; equivariance_jacobian - 0.76218; disc_gan - 0.39799
00000260) perceptual - 117.50075; gen_gan - 0.34062; feature_matching - 3.53652; equivariance_value - 0.65803; equivariance_jacobian - 0.75362; disc_gan - 0.39889
00000261) perceptual - 117.54671; gen_gan - 0.34170; feature_matching - 3.54006; equivariance_value - 0.66434; equivariance_jacobian - 0.76512; disc_gan - 0.39563
00000262) perceptual - 115.60648; gen_gan - 0.34026; feature_matching - 3.47925; equivariance_value - 0.66217; equivariance_jacobian - 0.75052; disc_gan - 0.39740
00000263) perceptual - 116.67912; gen_gan - 0.34269; feature_matching - 3.51429; equivariance_value - 0.66210; equivariance_jacobian - 0.75605; disc_gan - 0.39645
00000264) perceptual - 118.40160; gen_gan - 0.34667; feature_matching - 3.56324; equivariance_value - 0.64873; equivariance_jacobian - 0.74828; disc_gan - 0.39374
00000265) perceptual - 117.52154; gen_gan - 0.34432; feature_matching - 3.56119; equivariance_value - 0.65137; equivariance_jacobian - 0.75211; disc_gan - 0.39365
00000266) perceptual - 116.80931; gen_gan - 0.34605; feature_matching - 3.49375; equivariance_value - 0.65350; equivariance_jacobian - 0.74141; disc_gan - 0.39383
00000267) perceptual - 115.70811; gen_gan - 0.34516; feature_matching - 3.47567; equivariance_value - 0.64482; equivariance_jacobian - 0.74894; disc_gan - 0.39488
00000268) perceptual - 118.78688; gen_gan - 0.34632; feature_matching - 3.57235; equivariance_value - 0.64093; equivariance_jacobian - 0.71723; disc_gan - 0.39163
00000269) perceptual - 115.67701; gen_gan - 0.34898; feature_matching - 3.48058; equivariance_value - 0.66266; equivariance_jacobian - 0.74922; disc_gan - 0.39202
00000270) perceptual - 116.11652; gen_gan - 0.34542; feature_matching - 3.49816; equivariance_value - 0.62963; equivariance_jacobian - 0.71265; disc_gan - 0.39292
