00000000) perceptual - 214.81953; gen_gan - 3.68662; feature_matching - 13.60868; equivariance_value - 1.06090; equivariance_jacobian - 0.78930; disc_gan - 6.57854
00000040) perceptual - 130.68626; gen_gan - 0.26942; feature_matching - 6.42722; equivariance_value - 0.75377; equivariance_jacobian - 0.76276; disc_gan - 0.48700
00000041) perceptual - 136.30638; gen_gan - 0.27451; feature_matching - 6.77828; equivariance_value - 0.79929; equivariance_jacobian - 0.80806; disc_gan - 0.48691
00000042) perceptual - 128.12006; gen_gan - 0.27177; feature_matching - 6.01924; equivariance_value - 0.71536; equivariance_jacobian - 0.76372; disc_gan - 0.48938
00000043) perceptual - 129.27542; gen_gan - 0.29053; feature_matching - 6.47705; equivariance_value - 0.74548; equivariance_jacobian - 0.77212; disc_gan - 0.52395
00000044) perceptual - 131.51347; gen_gan - 0.28827; feature_matching - 6.16749; equivariance_value - 0.77805; equivariance_jacobian - 0.77575; disc_gan - 0.52289
00000045) perceptual - 129.74597; gen_gan - 0.27126; feature_matching - 6.22155; equivariance_value - 0.79471; equivariance_jacobian - 0.80944; disc_gan - 0.48532
00000046) perceptual - 135.77412; gen_gan - 0.28212; feature_matching - 6.65787; equivariance_value - 0.71339; equivariance_jacobian - 0.76579; disc_gan - 0.49870
00000047) perceptual - 134.50015; gen_gan - 0.27512; feature_matching - 6.65886; equivariance_value - 0.83026; equivariance_jacobian - 0.76738; disc_gan - 0.48960
00000048) perceptual - 130.35657; gen_gan - 0.27447; feature_matching - 6.47885; equivariance_value - 0.70975; equivariance_jacobian - 0.73150; disc_gan - 0.48207
00000049) perceptual - 127.22655; gen_gan - 0.28147; feature_matching - 6.22630; equivariance_value - 0.81591; equivariance_jacobian - 0.82284; disc_gan - 0.49146
00000050) perceptual - 127.45475; gen_gan - 0.27716; feature_matching - 6.31027; equivariance_value - 0.71690; equivariance_jacobian - 0.79209; disc_gan - 0.49031
00000051) perceptual - 130.15869; gen_gan - 0.29088; feature_matching - 6.56107; equivariance_value - 0.70335; equivariance_jacobian - 0.74793; disc_gan - 0.50869
00000052) perceptual - 130.97456; gen_gan - 0.27992; feature_matching - 6.55388; equivariance_value - 0.70484; equivariance_jacobian - 0.75791; disc_gan - 0.48865
00000053) perceptual - 130.56358; gen_gan - 0.27813; feature_matching - 6.41712; equivariance_value - 0.73939; equivariance_jacobian - 0.79228; disc_gan - 0.47213
00000054) perceptual - 129.36203; gen_gan - 0.28224; feature_matching - 6.40189; equivariance_value - 0.67550; equivariance_jacobian - 0.74333; disc_gan - 0.48671
00000055) perceptual - 128.98370; gen_gan - 0.31279; feature_matching - 6.27861; equivariance_value - 0.79025; equivariance_jacobian - 0.78549; disc_gan - 0.55570
00000056) perceptual - 127.24959; gen_gan - 0.28075; feature_matching - 5.94797; equivariance_value - 0.69364; equivariance_jacobian - 0.73103; disc_gan - 0.49928
00000057) perceptual - 129.93042; gen_gan - 0.27796; feature_matching - 6.52331; equivariance_value - 0.75789; equivariance_jacobian - 0.76494; disc_gan - 0.47529
00000058) perceptual - 131.44803; gen_gan - 0.27836; feature_matching - 6.55090; equivariance_value - 0.68069; equivariance_jacobian - 0.76265; disc_gan - 0.47050
00000059) perceptual - 129.23346; gen_gan - 0.28436; feature_matching - 6.35919; equivariance_value - 0.65762; equivariance_jacobian - 0.73973; disc_gan - 0.48878
00000060) perceptual - 127.16058; gen_gan - 0.28169; feature_matching - 6.28407; equivariance_value - 0.68523; equivariance_jacobian - 0.72027; disc_gan - 0.47361
00000061) perceptual - 118.05429; gen_gan - 0.27720; feature_matching - 5.72378; equivariance_value - 0.63013; equivariance_jacobian - 0.70251; disc_gan - 0.47121
00000062) perceptual - 121.72707; gen_gan - 0.27663; feature_matching - 5.93514; equivariance_value - 0.61916; equivariance_jacobian - 0.69451; disc_gan - 0.46983
00000063) perceptual - 119.08788; gen_gan - 0.27820; feature_matching - 6.06067; equivariance_value - 0.61643; equivariance_jacobian - 0.70270; disc_gan - 0.46918
00000064) perceptual - 118.45164; gen_gan - 0.27985; feature_matching - 5.92737; equivariance_value - 0.65648; equivariance_jacobian - 0.70079; disc_gan - 0.46763
00000065) perceptual - 115.03700; gen_gan - 0.27704; feature_matching - 5.43283; equivariance_value - 0.65957; equivariance_jacobian - 0.69881; disc_gan - 0.46888
00000066) perceptual - 119.02255; gen_gan - 0.27981; feature_matching - 5.87746; equivariance_value - 0.67614; equivariance_jacobian - 0.73279; disc_gan - 0.46769
00000067) perceptual - 116.78872; gen_gan - 0.27880; feature_matching - 5.72594; equivariance_value - 0.65291; equivariance_jacobian - 0.72526; disc_gan - 0.46727
00000068) perceptual - 117.31701; gen_gan - 0.27725; feature_matching - 5.63059; equivariance_value - 0.60835; equivariance_jacobian - 0.73129; disc_gan - 0.47045
00000069) perceptual - 118.10715; gen_gan - 0.27764; feature_matching - 5.58011; equivariance_value - 0.61920; equivariance_jacobian - 0.74075; disc_gan - 0.46760
00000070) perceptual - 116.79272; gen_gan - 0.27917; feature_matching - 5.53821; equivariance_value - 0.64409; equivariance_jacobian - 0.76726; disc_gan - 0.46639
00000071) perceptual - 117.31254; gen_gan - 0.27993; feature_matching - 5.89990; equivariance_value - 0.61870; equivariance_jacobian - 0.72873; disc_gan - 0.46701
00000072) perceptual - 116.32997; gen_gan - 0.27838; feature_matching - 5.64112; equivariance_value - 0.68011; equivariance_jacobian - 0.74518; disc_gan - 0.46847
00000073) perceptual - 115.04599; gen_gan - 0.27594; feature_matching - 5.64561; equivariance_value - 0.66489; equivariance_jacobian - 0.73903; disc_gan - 0.46817
00000074) perceptual - 115.42850; gen_gan - 0.27869; feature_matching - 5.46478; equivariance_value - 0.61761; equivariance_jacobian - 0.74385; disc_gan - 0.46777
00000075) perceptual - 116.23714; gen_gan - 0.27521; feature_matching - 5.74025; equivariance_value - 0.63905; equivariance_jacobian - 0.73916; disc_gan - 0.46962
00000076) perceptual - 116.66062; gen_gan - 0.28061; feature_matching - 5.65354; equivariance_value - 0.64746; equivariance_jacobian - 0.72518; disc_gan - 0.46620
00000077) perceptual - 114.78474; gen_gan - 0.28029; feature_matching - 5.51918; equivariance_value - 0.62015; equivariance_jacobian - 0.71810; disc_gan - 0.46474
00000078) perceptual - 113.10222; gen_gan - 0.27980; feature_matching - 5.44840; equivariance_value - 0.66791; equivariance_jacobian - 0.74625; disc_gan - 0.46718
00000079) perceptual - 116.41622; gen_gan - 0.27756; feature_matching - 5.69559; equivariance_value - 0.60383; equivariance_jacobian - 0.72778; disc_gan - 0.46715
00000080) perceptual - 113.96880; gen_gan - 0.27744; feature_matching - 5.49662; equivariance_value - 0.68226; equivariance_jacobian - 0.72506; disc_gan - 0.46919
00000081) perceptual - 117.34815; gen_gan - 0.27942; feature_matching - 5.92729; equivariance_value - 0.58937; equivariance_jacobian - 0.75758; disc_gan - 0.46531
00000082) perceptual - 111.80912; gen_gan - 0.27487; feature_matching - 5.36437; equivariance_value - 0.59090; equivariance_jacobian - 0.71190; disc_gan - 0.46887
00000083) perceptual - 113.06515; gen_gan - 0.27939; feature_matching - 5.54697; equivariance_value - 0.61729; equivariance_jacobian - 0.71649; disc_gan - 0.46732
00000084) perceptual - 113.39485; gen_gan - 0.28185; feature_matching - 5.63524; equivariance_value - 0.59727; equivariance_jacobian - 0.70236; disc_gan - 0.46502
00000085) perceptual - 113.11136; gen_gan - 0.27952; feature_matching - 5.55195; equivariance_value - 0.63178; equivariance_jacobian - 0.75529; disc_gan - 0.46710
00000086) perceptual - 115.51651; gen_gan - 0.28143; feature_matching - 5.88058; equivariance_value - 0.63813; equivariance_jacobian - 0.76390; disc_gan - 0.46435
00000087) perceptual - 112.19212; gen_gan - 0.28100; feature_matching - 5.26281; equivariance_value - 0.64044; equivariance_jacobian - 0.73386; disc_gan - 0.46654
00000088) perceptual - 114.54514; gen_gan - 0.27857; feature_matching - 5.50952; equivariance_value - 0.59271; equivariance_jacobian - 0.73549; disc_gan - 0.46676
00000089) perceptual - 116.22279; gen_gan - 0.27958; feature_matching - 5.79399; equivariance_value - 0.60122; equivariance_jacobian - 0.72089; disc_gan - 0.46454
00000090) perceptual - 110.68551; gen_gan - 0.27650; feature_matching - 5.24356; equivariance_value - 0.58016; equivariance_jacobian - 0.70471; disc_gan - 0.46876
00000091) perceptual - 112.39900; gen_gan - 0.27935; feature_matching - 5.41911; equivariance_value - 0.61086; equivariance_jacobian - 0.74424; disc_gan - 0.46905
00000092) perceptual - 112.31961; gen_gan - 0.27930; feature_matching - 5.32607; equivariance_value - 0.60072; equivariance_jacobian - 0.73665; disc_gan - 0.46703
00000093) perceptual - 111.86757; gen_gan - 0.27957; feature_matching - 5.32835; equivariance_value - 0.64982; equivariance_jacobian - 0.74590; disc_gan - 0.46608
00000094) perceptual - 113.73293; gen_gan - 0.27967; feature_matching - 5.70929; equivariance_value - 0.62023; equivariance_jacobian - 0.74295; disc_gan - 0.46455
00000095) perceptual - 113.91837; gen_gan - 0.28058; feature_matching - 5.54559; equivariance_value - 0.60708; equivariance_jacobian - 0.69812; disc_gan - 0.46587
00000096) perceptual - 114.19483; gen_gan - 0.28031; feature_matching - 5.52648; equivariance_value - 0.61369; equivariance_jacobian - 0.70427; disc_gan - 0.46583
00000097) perceptual - 111.09357; gen_gan - 0.27989; feature_matching - 5.42575; equivariance_value - 0.67153; equivariance_jacobian - 0.74445; disc_gan - 0.46570
00000098) perceptual - 115.54848; gen_gan - 0.27864; feature_matching - 5.71647; equivariance_value - 0.62155; equivariance_jacobian - 0.75871; disc_gan - 0.46547
00000099) perceptual - 112.43921; gen_gan - 0.28236; feature_matching - 5.40721; equivariance_value - 0.60330; equivariance_jacobian - 0.72947; disc_gan - 0.46400
00000100) perceptual - 112.45681; gen_gan - 0.28068; feature_matching - 5.50719; equivariance_value - 0.57672; equivariance_jacobian - 0.73151; disc_gan - 0.46508
00000101) perceptual - 113.23199; gen_gan - 0.27884; feature_matching - 5.52437; equivariance_value - 0.61644; equivariance_jacobian - 0.74063; disc_gan - 0.46650
00000102) perceptual - 114.20539; gen_gan - 0.28296; feature_matching - 5.52196; equivariance_value - 0.63773; equivariance_jacobian - 0.73723; disc_gan - 0.46243
00000103) perceptual - 113.01582; gen_gan - 0.27756; feature_matching - 5.45916; equivariance_value - 0.63564; equivariance_jacobian - 0.72728; disc_gan - 0.46890
00000104) perceptual - 115.45085; gen_gan - 0.28055; feature_matching - 5.63371; equivariance_value - 0.61148; equivariance_jacobian - 0.74186; disc_gan - 0.46612
00000105) perceptual - 115.32190; gen_gan - 0.28110; feature_matching - 5.75296; equivariance_value - 0.60051; equivariance_jacobian - 0.72348; disc_gan - 0.46549
00000106) perceptual - 113.27565; gen_gan - 0.28499; feature_matching - 5.48060; equivariance_value - 0.57966; equivariance_jacobian - 0.70884; disc_gan - 0.46243
00000107) perceptual - 113.30888; gen_gan - 0.28199; feature_matching - 5.46885; equivariance_value - 0.59440; equivariance_jacobian - 0.72104; disc_gan - 0.46571
00000108) perceptual - 108.72896; gen_gan - 0.28047; feature_matching - 5.18831; equivariance_value - 0.59659; equivariance_jacobian - 0.68497; disc_gan - 0.46605
00000109) perceptual - 113.75635; gen_gan - 0.28128; feature_matching - 5.64332; equivariance_value - 0.65270; equivariance_jacobian - 0.73053; disc_gan - 0.46631
00000110) perceptual - 112.58142; gen_gan - 0.28112; feature_matching - 5.47134; equivariance_value - 0.62840; equivariance_jacobian - 0.72800; disc_gan - 0.46353
00000111) perceptual - 112.95937; gen_gan - 0.27991; feature_matching - 5.53394; equivariance_value - 0.62738; equivariance_jacobian - 0.76495; disc_gan - 0.46313
00000112) perceptual - 110.30507; gen_gan - 0.27914; feature_matching - 5.42795; equivariance_value - 0.60424; equivariance_jacobian - 0.71364; disc_gan - 0.46644
00000113) perceptual - 113.57005; gen_gan - 0.27884; feature_matching - 5.61868; equivariance_value - 0.57271; equivariance_jacobian - 0.70374; disc_gan - 0.46593
00000114) perceptual - 110.09749; gen_gan - 0.28217; feature_matching - 5.24007; equivariance_value - 0.62206; equivariance_jacobian - 0.74085; disc_gan - 0.46261
00000115) perceptual - 111.46284; gen_gan - 0.28000; feature_matching - 5.36060; equivariance_value - 0.62701; equivariance_jacobian - 0.69965; disc_gan - 0.46688
00000116) perceptual - 113.79928; gen_gan - 0.28028; feature_matching - 5.52229; equivariance_value - 0.59856; equivariance_jacobian - 0.71699; disc_gan - 0.46285
00000117) perceptual - 110.37614; gen_gan - 0.28082; feature_matching - 5.24160; equivariance_value - 0.61857; equivariance_jacobian - 0.72743; disc_gan - 0.46518
00000118) perceptual - 112.87309; gen_gan - 0.28233; feature_matching - 5.61584; equivariance_value - 0.65531; equivariance_jacobian - 0.74977; disc_gan - 0.46401
00000119) perceptual - 108.91627; gen_gan - 0.27757; feature_matching - 5.23200; equivariance_value - 0.63843; equivariance_jacobian - 0.70924; disc_gan - 0.46875
00000120) perceptual - 112.74425; gen_gan - 0.27731; feature_matching - 5.52546; equivariance_value - 0.57650; equivariance_jacobian - 0.67505; disc_gan - 0.46754
00000121) perceptual - 108.84865; gen_gan - 0.28209; feature_matching - 5.10137; equivariance_value - 0.59535; equivariance_jacobian - 0.72100; disc_gan - 0.46360
00000122) perceptual - 110.72765; gen_gan - 0.27765; feature_matching - 5.28793; equivariance_value - 0.58508; equivariance_jacobian - 0.71373; disc_gan - 0.46819
00000123) perceptual - 109.92760; gen_gan - 0.27765; feature_matching - 5.32356; equivariance_value - 0.56009; equivariance_jacobian - 0.68395; disc_gan - 0.46469
00000124) perceptual - 113.86134; gen_gan - 0.27891; feature_matching - 5.28731; equivariance_value - 0.59153; equivariance_jacobian - 0.69393; disc_gan - 0.46545
00000125) perceptual - 110.12184; gen_gan - 0.27685; feature_matching - 5.27373; equivariance_value - 0.61647; equivariance_jacobian - 0.73228; disc_gan - 0.46837
00000126) perceptual - 112.58206; gen_gan - 0.27811; feature_matching - 5.52330; equivariance_value - 0.61182; equivariance_jacobian - 0.72653; disc_gan - 0.46489
00000127) perceptual - 108.57627; gen_gan - 0.27930; feature_matching - 5.18057; equivariance_value - 0.56347; equivariance_jacobian - 0.73873; disc_gan - 0.46647
00000128) perceptual - 112.21595; gen_gan - 0.27694; feature_matching - 5.25035; equivariance_value - 0.68586; equivariance_jacobian - 0.73314; disc_gan - 0.46772
00000129) perceptual - 112.01659; gen_gan - 0.28180; feature_matching - 5.55164; equivariance_value - 0.63409; equivariance_jacobian - 0.72786; disc_gan - 0.46420
00000130) perceptual - 112.96066; gen_gan - 0.28109; feature_matching - 5.44899; equivariance_value - 0.64489; equivariance_jacobian - 0.74023; disc_gan - 0.46414
00000131) perceptual - 113.34698; gen_gan - 0.27843; feature_matching - 5.47203; equivariance_value - 0.61474; equivariance_jacobian - 0.70578; disc_gan - 0.46619
00000132) perceptual - 111.23156; gen_gan - 0.28392; feature_matching - 5.56001; equivariance_value - 0.60306; equivariance_jacobian - 0.72171; disc_gan - 0.46260
00000133) perceptual - 114.44444; gen_gan - 0.28113; feature_matching - 5.69016; equivariance_value - 0.58497; equivariance_jacobian - 0.71489; disc_gan - 0.46508
00000134) perceptual - 112.72890; gen_gan - 0.27941; feature_matching - 5.53875; equivariance_value - 0.53307; equivariance_jacobian - 0.71143; disc_gan - 0.46560
00000135) perceptual - 111.03056; gen_gan - 0.28042; feature_matching - 5.38985; equivariance_value - 0.58952; equivariance_jacobian - 0.73181; disc_gan - 0.46693
00000136) perceptual - 110.11872; gen_gan - 0.28019; feature_matching - 5.28230; equivariance_value - 0.60592; equivariance_jacobian - 0.74271; disc_gan - 0.46805
00000137) perceptual - 113.92663; gen_gan - 0.28143; feature_matching - 5.53245; equivariance_value - 0.60816; equivariance_jacobian - 0.68406; disc_gan - 0.46321
00000138) perceptual - 115.38273; gen_gan - 0.28118; feature_matching - 5.75471; equivariance_value - 0.61744; equivariance_jacobian - 0.70275; disc_gan - 0.46300
00000139) perceptual - 110.61998; gen_gan - 0.28112; feature_matching - 5.35473; equivariance_value - 0.59827; equivariance_jacobian - 0.72954; disc_gan - 0.46487
00000140) perceptual - 109.05115; gen_gan - 0.27980; feature_matching - 5.09399; equivariance_value - 0.59482; equivariance_jacobian - 0.71691; disc_gan - 0.46639
00000141) perceptual - 112.43459; gen_gan - 0.28345; feature_matching - 5.47058; equivariance_value - 0.62291; equivariance_jacobian - 0.71517; disc_gan - 0.46299
00000142) perceptual - 111.00297; gen_gan - 0.28098; feature_matching - 5.31982; equivariance_value - 0.61630; equivariance_jacobian - 0.75164; disc_gan - 0.46466
00000143) perceptual - 112.75462; gen_gan - 0.28347; feature_matching - 5.53315; equivariance_value - 0.58477; equivariance_jacobian - 0.70196; disc_gan - 0.46354
00000144) perceptual - 109.60682; gen_gan - 0.28284; feature_matching - 5.23800; equivariance_value - 0.62376; equivariance_jacobian - 0.74079; disc_gan - 0.46361
00000145) perceptual - 110.26544; gen_gan - 0.27904; feature_matching - 5.20982; equivariance_value - 0.61378; equivariance_jacobian - 0.74499; disc_gan - 0.46664
00000146) perceptual - 111.05625; gen_gan - 0.28015; feature_matching - 5.36321; equivariance_value - 0.59457; equivariance_jacobian - 0.70993; disc_gan - 0.46348
00000147) perceptual - 108.74242; gen_gan - 0.27896; feature_matching - 5.24898; equivariance_value - 0.59900; equivariance_jacobian - 0.71911; disc_gan - 0.46492
00000148) perceptual - 109.66103; gen_gan - 0.27820; feature_matching - 5.19172; equivariance_value - 0.61372; equivariance_jacobian - 0.76453; disc_gan - 0.46748
00000149) perceptual - 109.17654; gen_gan - 0.27975; feature_matching - 5.24048; equivariance_value - 0.60115; equivariance_jacobian - 0.74695; disc_gan - 0.46650
00000150) perceptual - 109.45340; gen_gan - 0.28108; feature_matching - 5.28112; equivariance_value - 0.54899; equivariance_jacobian - 0.69560; disc_gan - 0.46683
00000151) perceptual - 113.55909; gen_gan - 0.28168; feature_matching - 5.66159; equivariance_value - 0.53984; equivariance_jacobian - 0.69438; disc_gan - 0.46440
00000152) perceptual - 113.08891; gen_gan - 0.28340; feature_matching - 5.69844; equivariance_value - 0.64695; equivariance_jacobian - 0.72996; disc_gan - 0.46221
00000153) perceptual - 113.16383; gen_gan - 0.28287; feature_matching - 5.65711; equivariance_value - 0.54897; equivariance_jacobian - 0.70111; disc_gan - 0.46303
00000154) perceptual - 109.21324; gen_gan - 0.28030; feature_matching - 5.18846; equivariance_value - 0.60043; equivariance_jacobian - 0.71811; disc_gan - 0.46659
00000155) perceptual - 111.65517; gen_gan - 0.28259; feature_matching - 5.43144; equivariance_value - 0.56087; equivariance_jacobian - 0.71478; disc_gan - 0.46312
00000156) perceptual - 112.63985; gen_gan - 0.28240; feature_matching - 5.46772; equivariance_value - 0.58676; equivariance_jacobian - 0.70888; disc_gan - 0.46425
00000157) perceptual - 111.08342; gen_gan - 0.27894; feature_matching - 5.37480; equivariance_value - 0.65414; equivariance_jacobian - 0.74300; disc_gan - 0.46815
00000158) perceptual - 112.12161; gen_gan - 0.27963; feature_matching - 5.44491; equivariance_value - 0.67574; equivariance_jacobian - 0.71648; disc_gan - 0.46732
00000159) perceptual - 109.43317; gen_gan - 0.27889; feature_matching - 5.06818; equivariance_value - 0.62225; equivariance_jacobian - 0.76336; disc_gan - 0.46452
00000160) perceptual - 112.37742; gen_gan - 0.28199; feature_matching - 5.58515; equivariance_value - 0.63499; equivariance_jacobian - 0.74950; disc_gan - 0.46417
00000161) perceptual - 109.37479; gen_gan - 0.28118; feature_matching - 5.15420; equivariance_value - 0.56773; equivariance_jacobian - 0.69213; disc_gan - 0.46635
00000162) perceptual - 110.83644; gen_gan - 0.28375; feature_matching - 5.49387; equivariance_value - 0.59560; equivariance_jacobian - 0.70656; disc_gan - 0.46237
00000163) perceptual - 111.73363; gen_gan - 0.28202; feature_matching - 5.49289; equivariance_value - 0.56669; equivariance_jacobian - 0.69317; disc_gan - 0.46303
00000164) perceptual - 115.38613; gen_gan - 0.28229; feature_matching - 5.74531; equivariance_value - 0.57473; equivariance_jacobian - 0.71333; disc_gan - 0.46136
00000165) perceptual - 112.14686; gen_gan - 0.28268; feature_matching - 5.48915; equivariance_value - 0.57864; equivariance_jacobian - 0.72814; disc_gan - 0.46461
00000166) perceptual - 111.36870; gen_gan - 0.28236; feature_matching - 5.60765; equivariance_value - 0.60191; equivariance_jacobian - 0.74490; disc_gan - 0.46404
00000167) perceptual - 110.04666; gen_gan - 0.28230; feature_matching - 5.21853; equivariance_value - 0.60354; equivariance_jacobian - 0.71319; disc_gan - 0.46249
00000168) perceptual - 112.67082; gen_gan - 0.27899; feature_matching - 5.44590; equivariance_value - 0.59907; equivariance_jacobian - 0.74699; disc_gan - 0.46573
00000169) perceptual - 112.77807; gen_gan - 0.27997; feature_matching - 5.51873; equivariance_value - 0.60293; equivariance_jacobian - 0.71033; disc_gan - 0.46536
00000170) perceptual - 110.26717; gen_gan - 0.28212; feature_matching - 5.40098; equivariance_value - 0.62586; equivariance_jacobian - 0.74263; disc_gan - 0.46389
00000171) perceptual - 113.48970; gen_gan - 0.28360; feature_matching - 5.51826; equivariance_value - 0.58846; equivariance_jacobian - 0.74231; disc_gan - 0.46209
00000172) perceptual - 113.51540; gen_gan - 0.28278; feature_matching - 5.50840; equivariance_value - 0.64772; equivariance_jacobian - 0.72400; disc_gan - 0.46424
00000173) perceptual - 108.10285; gen_gan - 0.27865; feature_matching - 5.26533; equivariance_value - 0.59383; equivariance_jacobian - 0.72432; disc_gan - 0.46551
